arrond;capacity;avail. bike;ratio_pop;ratio_pop_log2;ratio_pop_log10;ratio_avail;ratio_avail_glob;ratio_avail_log2;ratio_avail_log10
75101;768;132;0.0075;0.010779838753242763;0.003245054813147085;0.171875;0.0029364002402509286;0.22881869049588088;0.06888128940781287
75102;660;149;0.006651785714285714;0.009564722172028065;0.002879268273972793;0.22575757575757577;0.0033145729984650637;0.29367367818416185;0.08840458607040365
75103;389;244;0.006834733893557423;0.009826892719613999;0.0029581894727758106;0.6272493573264781;0.005427891353191111;0.7024353444421494;0.21145410869164735
75104;634;353;0.0125177304964539;0.017947171676608926;0.005402637011990312;0.556782334384858;0.00785264609703468;0.6385672443169905;0.19222789478790409
75105;1203;320;0.005203252032520325;0.007487243744258685;0.0022538849518693622;0.2660016625103907;0.007118546036971949;0.34027929931121575;0.10243427599619784
75106;1032;253;0.0058700696055684455;0.008443961165466874;0.002541885593027319;0.2451550387596899;0.005628100460480946;0.3163253886579863;0.09522343037612079
75107;1010;397;0.006916376306620209;0.009943873516217661;0.0029934042014701802;0.3930693069306931;0.008831446177118323;0.47826703559737554;0.14397272365210312
75108;1481;124;0.003076923076923077;0.004432246315260553;0.0013342390890645809;0.0837272113436867;0.00275843658932663;0.1160016567208177;0.03491997821968239
75109;1172;263;0.004361525704809287;0.006278669148162775;0.0018900677464470125;0.22440273037542663;0.00585055502413632;0.2920781671408022;0.08792428938793927
75110;1583;624;0.006506777893639208;0.009356887510734525;0.002816703806784774;0.39418825015792797;0.013881164772095299;0.4794253741424328;0.14432141829929912
75111;1972;1262;0.008264571054354944;0.011874255171966353;0.003574506982930038;0.6399594320486816;0.028073765933308122;0.71366012709575;0.2148331049651899
75112;2726;1381;0.00966410076976907;0.013875411042271135;0.0041769149258908365;0.5066030814380044;0.030720975240807066;0.5912993851738463;0.1779988513549977
75113;2320;720;0.003956043956043956;0.005696105389421865;0.001714698580679244;0.3103448275862069;0.016016728583186885;0.38994651831601335;0.11738559871785405
75114;1783;400;0.0029154518950437317;0.0041999885292857584;0.0012643225287596624;0.2243409983174425;0.008898182546214935;0.2920054273657961;0.08790239253378457
75115;3342;2051;0.0086723044397463;0.01245755051280632;0.003750096376853913;0.613704368641532;0.04562543100571708;0.6903763004493721;0.20782397473078987
75116;2205;627;0.0037012987012987014;0.005329987417122001;0.00160448608906531;0.28435374149659864;0.013947901141191911;0.3610426096381145;0.10868465521387405
75117;2176;770;0.00456973293768546;0.006577713271380962;0.0019800889975627226;0.3538602941176471;0.017129001401463752;0.43707887378550997;0.13157385148046985
75118;1894;907;0.004521435692921236;0.00650835037077073;0.0019592086838927827;0.4788806758183738;0.020176628923542366;0.5645056526061215;0.16993313415631361
75119;1812;601;0.0032521645021645024;0.004684268715137508;0.0014101053910067667;0.33167770419426046;0.013369519275687941;0.41324496016951623;0.12439912856799155
75120;1909;575;0.002917300862506342;0.004202648268673505;0.0012651231900960235;0.30120481927710846;0.01279113741018397;0.37984807081654376;0.1143456631108758
92004;180;137;0.001678921568627451;0.002420140775836391;0.0007285349672562529;0.7611111111111111;0.0030476275220786154;0.8164859338097326;0.24578675711444542
92007;141;33;0.0008571428571428571;0.0012360660823718128;0.00037209296741678104;0.23404255319148937;0.0007341000600627321;0.30339214344993476;0.09133013562721981
92009;84;48;0.001702127659574468;0.0024535635860822675;0.0007385962356796471;0.5714285714285714;0.0010677819055457923;0.6520766965796931;0.1962946451439682
92012;880;401;0.0035455349248452697;0.005106079101984913;0.0015370829699304634;0.4556818181818182;0.008920428002580473;0.5416950468169869;0.16306645759451763
92014;55;7;0.00035353535353535354;0.0005099535633282309;0.00015351131895752912;0.12727272727272726;0.00015571819455876138;0.17283659686221553;0.052029000004010006
92020;148;42;0.0012962962962962963;0.0018689491438061453;0.0005626097526561653;0.28378378378378377;0.0009343091673525682;0.36040224270199805;0.10849188555787156
92022;62;34;0.0018279569892473118;0.002634777086739634;0.0007931469349967891;0.5483870967741935;0.0007563455164282696;0.6307661903342809;0.18987954354131453
92023;74;28;0.000532319391634981;0.0007677702151188205;0.00023112186452815242;0.3783783783783784;0.0006228727782350455;0.46297197634254594;0.13936845203094142
92024;400;251;0.004312714776632302;0.0062085539621191945;0.0018689609722963344;0.6275;0.005583609547749872;0.7026575433909108;0.21152099724022955
92025;120;92;0.0010874704491725768;0.0015680357822912261;0.0004720258047440951;0.7666666666666667;0.0020465819856294353;0.8210298589546806;0.24715461488112658
92026;193;74;0.0008515535097813579;0.001228009241998326;0.0003696676167940849;0.38341968911917096;0.001646163771049763;0.46823889441947353;0.14095395235680147
92032;122;50;0.002109704641350211;0.003040454320051206;0.0009152679507815476;0.4098360655737705;0.001112272818276867;0.49552741713921167;0.14916861623280067
92035;128;39;0.0014391143911439113;0.002074710680188278;0.0006245501470610929;0.3046875;0.0008675727982559562;0.38370429247405224;0.1155065014997149
92036;126;82;0.0019806763285024156;0.002854685744836512;0.0008593460373901641;0.6507936507936508;0.0018241274219740619;0.7231597946411756;0.2176927898451986
92040;495;275;0.004296875;0.006185799946293802;0.0018621113310110782;0.5555555555555556;0.006117500500522768;0.6374299206152918;0.19188552623891314
92044;359;161;0.0025394321766561514;0.0036589823030572636;0.001101463426823912;0.44846796657381616;0.0035815184748515115;0.5345277792054031;0.16090889505647998
92046;238;87;0.0028064516129032257;0.004043182975754516;0.0012171193536600644;0.36554621848739494;0.0019353547038017485;0.4494781446078734;0.13530640392236246
92048;107;54;0.0012080536912751677;0.0017418011865570093;0.0005243344036367739;0.5046728971962616;0.0012012546437390162;0.5894498917134698;0.17744209834664001
