arrond;capacity;avail. bike
75101;768;615
75102;660;549
75103;389;272
75104;634;499
75105;1203;666
75106;1032;642
75107;1010;699
75108;1481;967
75109;1172;609
75110;1583;302
75111;1972;579
75112;2726;1179
75113;2320;833
75114;1783;179
75115;3342;1465
75116;2205;655
75117;2176;411
75118;1894;247
75119;1812;188
75120;1909;107
92004;180;75
92007;141;13
92009;84;35
92012;880;360
92014;55;16
92020;148;53
92022;62;26
92023;74;20
92024;400;163
92025;120;81
92026;193;54
92032;122;37
92035;128;28
92036;126;65
92040;495;323
92044;359;239
92046;238;49
92048;107;33
92049;283;60
92050;222;121
92051;378;165
92062;58;34
92063;195;78
92064;79;24
92071;90;22
92072;118;10
92073;264;28
92075;258;51
92077;24;2
93001;404;165
93006;208;11
93008;19;10
93045;233;5
93048;792;103
93053;58;25
93055;563;89
93061;42;4
93063;67;15
93064;124;58
93066;516;301
93070;269;148
94002;122;47
94003;120;33
94016;112;47
94017;121;72
94018;248;58
94022;79;35
94033;349;33
94037;119;40
94041;579;216
94042;124;71
94043;150;22
94046;180;90
94052;131;29
94067;119;18
94069;44;10
94076;254;19
94080;278;81
94081;482;155
95018;95;72
