arrond;capacity;avail. bike
75101;768;399
75102;660;320
75103;389;264
75104;634;401
75105;1203;581
75106;1032;514
75107;1010;515
75108;1481;671
75109;1172;422
75110;1583;459
75111;1972;810
75112;2726;1542
75113;2320;842
75114;1783;246
75115;3342;1617
75116;2205;749
75117;2176;527
75118;1894;367
75119;1812;314
75120;1909;217
92004;180;101
92007;141;16
92009;84;31
92012;880;369
92014;55;14
92020;148;35
92022;62;33
92023;74;11
92024;400;224
92025;120;94
92026;193;60
92032;122;38
92035;128;26
92036;126;72
92040;495;313
92044;359;142
92046;238;37
92048;107;42
92049;283;35
92050;222;107
92051;378;123
92062;58;34
92063;195;82
92064;79;22
92071;90;25
92072;118;8
92073;264;20
92075;258;25
92077;24;1
93001;404;90
93006;208;18
93008;19;13
93045;233;8
93048;792;120
93053;58;26
93055;563;85
93061;42;6
93063;67;22
93064;124;54
93066;516;248
93070;269;139
94002;122;58
94003;120;15
94016;112;51
94017;121;73
94018;248;72
94022;79;35
94033;349;69
94037;119;56
94041;579;209
94042;124;68
94043;150;31
94046;180;94
94052;131;38
94067;119;30
94069;44;24
94076;254;17
94080;278;67
94081;482;191
95018;95;74
