arrond;capacity;avail. bike
75101;768;361
75102;660;293
75103;389;242
75104;634;414
75105;1203;491
75106;1032;460
75107;1010;490
75108;1481;376
75109;1172;387
75110;1583;590
75111;1972;1162
75112;2726;1415
75113;2320;902
75114;1783;290
75115;3342;1807
75116;2205;726
75117;2176;634
75118;1894;582
75119;1812;426
75120;1909;427
92004;180;123
92007;141;27
92009;84;36
92012;880;392
92014;55;21
92020;148;32
92022;62;33
92023;74;15
92024;400;233
92025;120;97
92026;193;60
92032;122;35
92035;128;32
92036;126;84
92040;495;314
92044;359;135
92046;238;63
92048;107;47
92049;283;39
92050;222;103
92051;378;131
92062;58;34
92063;195;78
92064;79;19
92071;90;28
92072;118;10
92073;264;31
92075;258;46
92077;24;2
93001;404;126
93006;208;22
93008;19;13
93045;233;21
93048;792;158
93053;58;26
93055;563;90
93061;42;9
93063;67;23
93064;124;60
93066;516;238
93070;269;144
94002;122;69
94003;120;31
94016;112;54
94017;121;73
94018;248;74
94022;79;33
94033;349;102
94037;119;76
94041;579;281
94042;124;66
94043;150;25
94046;180;98
94052;131;46
94067;119;35
94069;44;25
94076;254;45
94080;278;48
94081;482;222
95018;95;74
