arrond;capacity;avail. bike
75101;768;-8
75102;660;-11
75103;389;-7
75104;634;2
75105;1203;-25
75106;1032;-16
75107;1010;-4
75108;1481;-11
75109;1172;7
75110;1583;0
75111;1972;20
75112;2726;13
75113;2320;-39
75114;1783;12
75115;3342;-14
75116;2205;-2
75117;2176;-27
75118;1894;-4
75119;1812;-2
75120;1909;21
92004;180;0
92007;141;-2
92009;84;1
92012;880;7
92014;55;0
92020;148;0
92022;62;0
92023;74;0
92024;400;4
92025;120;0
92026;193;3
92032;122;0
92035;128;1
92036;126;-1
92040;495;1
92044;359;-3
92046;238;-1
92048;107;-1
92049;283;3
92050;222;0
92051;378;-18
92062;58;-1
92063;195;0
92064;79;-1
92071;90;-1
92072;118;0
92073;264;4
92075;258;1
92077;24;0
93001;404;-9
93006;208;2
93008;19;1
93045;233;1
93048;792;-4
93053;58;-1
93055;563;10
93061;42;1
93063;67;1
93064;124;0
93066;516;-4
93070;269;2
94002;122;1
94003;120;-3
94016;112;1
94017;121;1
94018;248;-2
94022;79;0
94033;349;3
94037;119;3
94041;579;2
94042;124;-1
94043;150;-5
94046;180;1
94052;131;0
94067;119;-7
94069;44;-1
94076;254;-2
94080;278;7
94081;482;2
95018;95;1
