arrond;capacity;avail. bike
75101;311;239
75102;252;222
75103;103;47
75104;334;277
75105;964;697
75106;584;453
75107;826;649
75108;1123;757
75109;872;432
75110;1111;182
75111;1692;454
75112;1828;853
75113;1592;568
75114;1373;110
75115;2688;1227
75116;1455;488
75117;1789;295
75118;1378;158
75119;1112;122
75120;1306;61
92004;92;45
92007;141;12
92012;563;246
92022;24;8
92023;74;16
92024;297;101
92025;78;58
92026;64;17
92032;34;14
92035;42;7
92036;49;29
92040;400;272
92044;359;227
92046;161;34
92048;64;25
92049;195;20
92050;222;124
92051;331;155
92062;30;15
92063;103;55
92064;79;26
92071;33;8
92072;65;7
92073;124;13
92075;231;42
93001;373;147
93006;180;5
93008;19;13
93045;210;5
93048;713;84
93055;459;74
93061;42;4
93063;67;13
93064;76;32
93066;380;203
93070;49;28
94002;98;33
94003;95;32
94016;92;38
94017;57;22
94018;105;19
94022;79;36
94033;327;25
94037;89;17
94041;302;122
94042;124;67
94043;125;12
94046;160;82
94052;131;30
94067;65;17
94069;44;10
94076;88;4
94080;147;91
94081;287;72
95018;95;71
