arrond;capacity;avail. bike
75101;768;381
75102;660;305
75103;389;270
75104;634;408
75105;1203;501
75106;1032;459
75107;1010;487
75108;1481;381
75109;1172;395
75110;1583;615
75111;1972;1148
75112;2726;1413
75113;2320;896
75114;1783;281
75115;3342;1794
75116;2205;723
75117;2176;627
75118;1894;581
75119;1812;405
75120;1909;444
92004;180;122
92007;141;27
92009;84;37
92012;880;395
92014;55;22
92020;148;34
92022;62;31
92023;74;14
92024;400;231
92025;120;97
92026;193;55
92032;122;35
92035;128;29
92036;126;84
92040;495;314
92044;359;134
92046;238;63
92048;107;46
92049;283;38
92050;222;103
92051;378;132
92062;58;34
92063;195;78
92064;79;17
92071;90;28
92072;118;10
92073;264;31
92075;258;40
92077;24;2
93001;404;123
93006;208;24
93008;19;13
93045;233;20
93048;792;157
93053;58;26
93055;563;91
93061;42;9
93063;67;22
93064;124;59
93066;516;236
93070;269;144
94002;122;69
94003;120;28
94016;112;53
94017;121;73
94018;248;71
94022;79;33
94033;349;100
94037;119;75
94041;579;283
94042;124;67
94043;150;23
94046;180;100
94052;131;46
94067;119;36
94069;44;25
94076;254;46
94080;278;50
94081;482;220
95018;95;74
