arrond;capacity;avail. bike
75101;768;528
75102;660;398
75103;389;305
75104;634;416
75105;1203;703
75106;1032;706
75107;1010;674
75108;1481;961
75109;1172;509
75110;1583;446
75111;1972;779
75112;2726;1477
75113;2320;971
75114;1783;240
75115;3342;1677
75116;2205;832
75117;2176;568
75118;1894;311
75119;1812;245
75120;1909;197
92004;180;90
92007;141;13
92009;84;30
92012;880;397
92014;55;17
92020;148;47
92022;62;32
92023;74;16
92024;400;228
92025;120;88
92026;193;55
92032;122;39
92035;128;22
92036;126;79
92040;495;327
92044;359;205
92046;238;45
92048;107;35
92049;283;49
92050;222;119
92051;378;168
92062;58;33
92063;195;83
92064;79;26
92071;90;22
92072;118;3
92073;264;26
92075;258;20
92077;24;2
93001;404;129
93006;208;29
93008;19;12
93045;233;2
93048;792;106
93053;58;28
93055;563;91
93061;42;1
93063;67;21
93064;124;51
93066;516;297
93070;269;142
94002;122;49
94003;120;21
94016;112;64
94017;121;71
94018;248;50
94022;79;35
94033;349;57
94037;119;43
94041;579;226
94042;124;71
94043;150;30
94046;180;99
94052;131;43
94067;119;27
94069;44;23
94076;254;22
94080;278;149
94081;482;181
95018;95;75
