arrond;capacity;avail. bike
75101;768;247
75102;660;195
75103;389;194
75104;634;355
75105;1203;391
75106;1032;424
75107;1010;479
75108;1481;489
75109;1172;293
75110;1583;457
75111;1972;793
75112;2726;1444
75113;2320;847
75114;1783;199
75115;3342;1759
75116;2205;684
75117;2176;576
75118;1894;417
75119;1812;288
75120;1909;178
92004;180;101
92007;141;17
92009;84;39
92012;880;371
92014;55;13
92020;148;44
92022;62;30
92023;74;17
92024;400;240
92025;120;89
92026;193;54
92032;122;39
92035;128;28
92036;126;86
92040;495;302
92044;359;174
92046;238;42
92048;107;40
92049;283;82
92050;222;106
92051;378;120
92062;58;23
92063;195;76
92064;79;28
92071;90;24
92072;118;5
92073;264;26
92075;258;36
92077;24;4
93001;404;163
93006;208;28
93008;19;12
93045;233;13
93048;792;118
93053;58;30
93055;563;116
93061;42;4
93063;67;26
93064;124;52
93066;516;261
93070;269;160
94002;122;49
94003;120;34
94016;112;65
94017;121;72
94018;248;77
94022;79;34
94033;349;77
94037;119;54
94041;579;253
94042;124;64
94043;150;43
94046;180;106
94052;131;51
94067;119;33
94069;44;32
94076;254;36
94080;278;138
94081;482;170
95018;95;72
