arrond;capacity;avail. bike
75101;768;444
75102;660;360
75103;389;292
75104;634;390
75105;1203;593
75106;1032;560
75107;1010;578
75108;1481;791
75109;1172;441
75110;1583;472
75111;1972;819
75112;2726;1506
75113;2320;892
75114;1783;248
75115;3342;1635
75116;2205;769
75117;2176;540
75118;1894;325
75119;1812;318
75120;1909;237
92004;180;98
92007;141;16
92009;84;35
92012;880;370
92014;55;14
92020;148;38
92022;62;34
92023;74;14
92024;400;216
92025;120;96
92026;193;57
92032;122;39
92035;128;23
92036;126;68
92040;495;317
92044;359;153
92046;238;42
92048;107;37
92049;283;37
92050;222;107
92051;378;140
92062;58;32
92063;195;81
92064;79;27
92071;90;22
92072;118;6
92073;264;22
92075;258;30
92077;24;1
93001;404;100
93006;208;22
93008;19;11
93045;233;7
93048;792;123
93053;58;27
93055;563;93
93061;42;3
93063;67;25
93064;124;55
93066;516;257
93070;269;144
94002;122;61
94003;120;21
94016;112;50
94017;121;72
94018;248;63
94022;79;36
94033;349;78
94037;119;54
94041;579;217
94042;124;69
94043;150;23
94046;180;96
94052;131;37
94067;119;27
94069;44;21
94076;254;19
94080;278;88
94081;482;184
95018;95;75
