arrond;capacity;avail. bike
75101;768;604
75102;660;493
75103;389;265
75104;634;458
75105;1203;540
75106;1032;527
75107;1010;650
75108;1481;859
75109;1172;552
75110;1583;344
75111;1972;602
75112;2726;1166
75113;2320;758
75114;1783;184
75115;3342;1431
75116;2205;570
75117;2176;398
75118;1894;271
75119;1812;218
75120;1909;132
92004;180;77
92007;141;15
92009;84;37
92012;880;339
92014;55;17
92020;148;48
92022;62;25
92023;74;19
92024;400;161
92025;120;79
92026;193;55
92032;122;35
92035;128;27
92036;126;74
92040;495;308
92044;359;225
92046;238;44
92048;107;34
92049;283;56
92050;222;120
92051;378;150
92062;58;32
92063;195;79
92064;79;20
92071;90;21
92072;118;11
92073;264;38
92075;258;45
92077;24;2
93001;404;138
93006;208;14
93008;19;8
93045;233;7
93048;792;94
93053;58;23
93055;563;76
93061;42;7
93063;67;16
93064;124;57
93066;516;260
93070;269;143
94002;122;50
94003;120;29
94016;112;41
94017;121;74
94018;248;60
94022;79;33
94033;349;57
94037;119;43
94041;579;217
94042;124;75
94043;150;15
94046;180;89
94052;131;26
94067;119;15
94069;44;12
94076;254;18
94080;278;54
94081;482;162
95018;95;72
