arrond;capacity;avail. bike
75101;768;518
75102;660;428
75103;389;304
75104;634;398
75105;1203;761
75106;1032;751
75107;1010;691
75108;1481;990
75109;1172;501
75110;1583;438
75111;1972;694
75112;2726;1458
75113;2320;1001
75114;1783;156
75115;3342;1645
75116;2205;849
75117;2176;580
75118;1894;308
75119;1812;216
75120;1909;119
92004;180;86
92007;141;16
92009;84;28
92012;880;406
92014;55;14
92020;148;43
92022;62;31
92023;74;17
92024;400;218
92025;120;90
92026;193;54
92032;122;35
92035;128;24
92036;126;87
92040;495;315
92044;359;216
92046;238;36
92048;107;33
92049;283;43
92050;222;119
92051;378;179
92062;58;34
92063;195;83
92064;79;21
92071;90;23
92072;118;2
92073;264;21
92075;258;28
92077;24;2
93001;404;128
93006;208;20
93008;19;13
93045;233;6
93048;792;97
93053;58;28
93055;563;94
93061;42;1
93063;67;16
93064;124;49
93066;516;301
93070;269;130
94002;122;57
94003;120;26
94016;112;61
94017;121;71
94018;248;59
94022;79;33
94033;349;59
94037;119;43
94041;579;222
94042;124;77
94043;150;29
94046;180;97
94052;131;42
94067;119;27
94069;44;20
94076;254;29
94080;278;142
94081;482;181
95018;95;74
