arrond;capacity;avail. bike
75101;768;13
75102;660;2
75103;389;1
75104;634;11
75105;1203;0
75106;1032;9
75107;1010;-8
75108;1481;20
75109;1172;-7
75110;1583;-4
75111;1972;-33
75112;2726;8
75113;2320;-36
75114;1783;-9
75115;3342;-23
75116;2205;-19
75117;2176;-10
75118;1894;-51
75119;1812;-37
75120;1909;-54
92004;180;-4
92007;141;-5
92009;84;-2
92012;880;-12
92014;55;0
92020;148;-2
92022;62;0
92023;74;1
92024;400;3
92025;120;2
92026;193;-1
92032;122;0
92035;128;-2
92036;126;2
92040;495;-3
92044;359;-6
92046;238;-3
92048;107;-1
92049;283;-9
92050;222;-1
92051;378;-5
92062;58;-1
92063;195;-1
92064;79;-1
92071;90;0
92072;118;0
92073;264;-2
92075;258;-4
92077;24;0
93001;404;1
93006;208;-3
93008;19;1
93045;233;-1
93048;792;-14
93053;58;-1
93055;563;-1
93061;42;-3
93063;67;-3
93064;124;0
93066;516;0
93070;269;-4
94002;122;-2
94003;120;-3
94016;112;-3
94017;121;0
94018;248;-3
94022;79;0
94033;349;-10
94037;119;-6
94041;579;-10
94042;124;0
94043;150;-5
94046;180;-6
94052;131;1
94067;119;0
94069;44;-1
94076;254;2
94080;278;8
94081;482;-4
95018;95;-1
