arrond;capacity;avail. bike
75101;768;189
75102;660;156
75103;389;204
75104;634;349
75105;1203;375
75106;1032;389
75107;1010;447
75108;1481;364
75109;1172;272
75110;1583;462
75111;1972;851
75112;2726;1428
75113;2320;809
75114;1783;216
75115;3342;1794
75116;2205;653
75117;2176;585
75118;1894;472
75119;1812;309
75120;1909;188
92004;180;108
92007;141;21
92009;84;39
92012;880;372
92014;55;13
92020;148;46
92022;62;31
92023;74;16
92024;400;234
92025;120;92
92026;193;54
92032;122;40
92035;128;32
92036;126;82
92040;495;290
92044;359;166
92046;238;43
92048;107;44
92049;283;95
92050;222;103
92051;378;114
92062;58;19
92063;195;77
92064;79;24
92071;90;24
92072;118;6
92073;264;24
92075;258;39
92077;24;3
93001;404;162
93006;208;29
93008;19;12
93045;233;15
93048;792;123
93053;58;31
93055;563;126
93061;42;4
93063;67;22
93064;124;53
93066;516;265
93070;269;153
94002;122;49
94003;120;32
94016;112;63
94017;121;71
94018;248;80
94022;79;32
94033;349;79
94037;119;56
94041;579;252
94042;124;62
94043;150;44
94046;180;103
94052;131;50
94067;119;35
94069;44;32
94076;254;38
94080;278;124
94081;482;181
95018;95;73
