arrond;capacity;avail. bike
75101;768;466
75102;660;346
75103;389;303
75104;634;506
75105;1203;358
75106;1032;424
75107;1010;413
75108;1481;274
75109;1172;414
75110;1583;620
75111;1972;980
75112;2726;1310
75113;2320;603
75114;1783;303
75115;3342;1716
75116;2205;550
75117;2176;558
75118;1894;526
75119;1812;372
75120;1909;348
92004;180;116
92007;141;26
92009;84;37
92012;880;336
92014;55;11
92020;148;39
92022;62;31
92023;74;19
92024;400;166
92025;120;87
92026;193;66
92032;122;41
92035;128;31
92036;126;59
92040;495;241
92044;359;148
92046;238;46
92048;107;44
92049;283;40
92050;222;104
92051;378;101
92062;58;19
92063;195;75
92064;79;8
92071;90;24
92072;118;6
92073;264;27
92075;258;58
92077;24;2
93001;404;126
93006;208;36
93008;19;9
93045;233;18
93048;792;110
93053;58;27
93055;563;122
93061;42;8
93063;67;23
93064;124;59
93066;516;174
93070;269;149
94002;122;69
94003;120;21
94016;112;49
94017;121;73
94018;248;88
94022;79;32
94033;349;110
94037;119;55
94041;579;249
94042;124;64
94043;150;52
94046;180;91
94052;131;30
94067;119;26
94069;44;22
94076;254;30
94080;278;32
94081;482;205
95018;95;73
