arrond;capacity;avail. bike;ratio_pop;ratio_pop_log2;ratio_pop_log10;ratio_avail;ratio_avail_glob;ratio_avail_log2;ratio_avail_log10
75101;768;469;0.026647727272727274;0.03794123589212693;0.011421450076093057;0.6106770833333334;0.010433119035437012;0.6876672842552136;0.20700847959760868
75102;660;329;0.0146875;0.02103547951136335;0.006332310306095474;0.4984848484848485;0.0073187551442617845;0.5835044965132951;0.17565235605531074
75103;389;284;0.007955182072829131;0.011431491973992488;0.003441221979363794;0.7300771208226221;0.006317709607812604;0.7908363496241252;0.2380654628982691
75104;634;516;0.01829787234042553;0.026159640086136738;0.00787483634170105;0.8138801261829653;0.011478655484617267;0.8590791156923303;0.258608582471879
75105;1203;349;0.00567479674796748;0.008163858853181211;0.0024575663951744943;0.29010806317539484;0.007763664271572531;0.36749191501105105;0.11062608958232484
75106;1032;436;0.01011600928074246;0.014520992385855724;0.004371254274950852;0.42248062015503873;0.00969901897537428;0.5084089974199585;0.15304635828885912
75107;1010;401;0.006986062717770035;0.010043715730890171;0.003023459702920128;0.39702970297029705;0.008920428002580473;0.48236269495810696;0.1452056399717052
75108;1481;312;0.007741935483870968;0.011126237980379506;0.003349331370990065;0.21066846725185687;0.006940582386047649;0.2758038475795271;0.08302523104097435
75109;1172;404;0.0066998341625207295;0.009633581736666025;0.0028999970684171817;0.3447098976109215;0.008987164371677086;0.4272949650341284;0.12862860147146465
75110;1583;610;0.006360792492179353;0.009147621468401515;0.0027537084509686497;0.38534428300694884;0.013569728382977778;0.47024455653641245;0.141557716815167
75111;1972;951;0.006227897838899803;0.008957094254920972;0.002696354044720731;0.48225152129817445;0.02115542900362601;0.5677902774281411;0.170921904752244
75112;2726;1300;0.009097270818754374;0.013065248145006121;0.003933031592440031;0.4768892149669846;0.02891909327519854;0.5625616101161302;0.16934791905398094
75113;2320;622;0.0034175824175824176;0.004922123107624702;0.0014817066977458456;0.2681034482758621;0.013836673859364225;0.34267244123989576;0.10315468350061167
75114;1783;284;0.0020699708454810497;0.0029832501172893746;0.0008980477698721918;0.15928210880538418;0.006317709607812604;0.2132316858004526;0.06418913345193365
75115;3342;1703;0.007200845665961945;0.01035139948566867;0.003116081742286977;0.509575104727708;0.03788401219051009;0.5941425359325316;0.1788547250155568
75116;2205;544;0.0032113341204250295;0.004625552681377673;0.0013924301036186374;0.24671201814058957;0.012101528262852313;0.31812825106807024;0.0957661460396111
75117;2176;551;0.0032700296735905044;0.004709958931070729;0.001417838916597751;0.2532169117647059;0.012257246457411074;0.3256361436649238;0.09802624691548757
75118;1894;490;0.0024426719840478566;0.00351973372836911;0.0010595454289893216;0.2587117212249208;0.010900273619113296;0.3319479049937766;0.0999262764009442
75119;1812;349;0.0018885281385281386;0.0027220007008225307;0.0008194038591659601;0.1926048565121413;0.007763664271572531;0.2541161168132721;0.07649657354244704
75120;1909;334;0.0016945712836123794;0.0024426805231984386;0.0007353201073069173;0.1749607124148769;0.007429982426089471;0.23261251768233465;0.07002334518930095
92004;180;117;0.0014338235294117647;0.0020670885291887015;0.00062225565097874;0.65;0.0026027183947678685;0.722466024471091;0.21748394421390624
92007;141;26;0.0006753246753246753;0.0009739587279029944;0.00029319079163753507;0.18439716312056736;0.0005783818655039708;0.24415294007525873;0.07349735849220339
92009;84;35;0.0012411347517730497;0.0017894686951336657;0.0005386837535369174;0.4166666666666667;0.0007785909727938069;0.5025003405291834;0.1512676753306491
92012;880;321;0.0028381962864721484;0.004088851966205356;0.0012308670896574593;0.36477272727272725;0.007140791493337486;0.44866072218097447;0.1350603352527374
92014;55;9;0.00045454545454545455;0.0006556214795353625;0.0001973617311417431;0.16363636363636364;0.00020020910728983605;0.21864028647534034;0.0658172844896433
92020;148;39;0.0012037037037037038;0.0017355330396844775;0.0005224475034109144;0.2635135135135135;0.0008675727982559562;0.33744109425868696;0.10157989114154162
92022;62;31;0.0016666666666666668;0.0024024902153046137;0.000723221619095905;0.5;0.0006896091473316575;0.5849625007211562;0.17609125905568124
92023;74;17;0.0003231939163498099;0.00046619492873816966;0.00014033865737662123;0.22972972972972974;0.0003781727582141348;0.2983412745697466;0.08980967259011743
92024;400;170;0.002920962199312715;0.004207915086592879;0.0012667086602714554;0.425;0.0037817275821413476;0.5109619192773793;0.15381486434452904
92025;120;86;0.001016548463356974;0.001465824512245054;0.00044125714656528597;0.7166666666666667;0.0019131092474362111;0.7796099315746999;0.23468597432152857
92026;193;63;0.0007249712313003452;0.0010455334551224677;0.0003147369314620637;0.32642487046632124;0.0014014637510288523;0.40754296273191964;0.12268265630407582
92032;122;39;0.0016455696202531645;0.0023721039343363773;0.0007140744370677924;0.319672131147541;0.0008675727982559562;0.4001795405517307;0.12046604535710148
92035;128;30;0.001107011070110701;0.0015961960406323424;0.0004805028871904179;0.234375;0.0006673636909661202;0.30378074817710293;0.09144711730655426
92036;126;59;0.00142512077294686;0.002054551027603822;0.0006184814869310066;0.46825396825396826;0.001312481925566703;0.5541015370163958;0.16680118328545093
92040;495;235;0.003671875;0.005287693907865719;0.0015917544741572772;0.47474747474747475;0.005227682245901275;0.5604679388004076;0.16871766118688716
92044;359;154;0.0024290220820189275;0.0035000889341168847;0.0010536317566607544;0.42896935933147634;0.00342580028029275;0.5149749817840027;0.15502291653349712
92046;238;42;0.0013548387096774194;0.0019532961855990567;0.000588000742281355;0.17647058823529413;0.0009343091673525682;0.23446525363702297;0.07058107428570727
92048;107;44;0.0009843400447427293;0.0014194040275383709;0.00042728318825531323;0.411214953271028;0.000978800080083643;0.496937752923932;0.1495931696079598
92049;283;42;0.0008677685950413223;0.0012513825719496978;0.0003767036902079992;0.14840989399293286;0.0009343091673525682;0.19963766508393446;0.06009692545458412
