arrond;capacity;avail. bike
75101;768;615
75102;660;558
75103;389;270
75104;634;510
75105;1203;684
75106;1032;648
75107;1010;723
75108;1481;978
75109;1172;608
75110;1583;296
75111;1972;581
75112;2726;1182
75113;2320;851
75114;1783;183
75115;3342;1441
75116;2205;649
75117;2176;402
75118;1894;239
75119;1812;188
75120;1909;113
92004;180;75
92007;141;13
92009;84;35
92012;880;369
92014;55;15
92020;148;53
92022;62;26
92023;74;19
92024;400;163
92025;120;82
92026;193;51
92032;122;36
92035;128;29
92036;126;67
92040;495;317
92044;359;233
92046;238;52
92048;107;34
92049;283;55
92050;222;120
92051;378;170
92062;58;34
92063;195;79
92064;79;23
92071;90;22
92072;118;9
92073;264;29
92075;258;44
92077;24;2
93001;404;166
93006;208;10
93008;19;10
93045;233;8
93048;792;98
93053;58;25
93055;563;86
93061;42;4
93063;67;14
93064;124;58
93066;516;311
93070;269;144
94002;122;47
94003;120;31
94016;112;48
94017;121;71
94018;248;59
94022;79;34
94033;349;36
94037;119;36
94041;579;220
94042;124;70
94043;150;23
94046;180;92
94052;131;28
94067;119;21
94069;44;8
94076;254;17
94080;278;81
94081;482;153
95018;95;72
