arrond;capacity;avail. bike
75101;768;-17
75102;660;-30
75103;389;-10
75104;634;-4
75105;1203;-14
75106;1032;-14
75107;1010;-12
75108;1481;-14
75109;1172;-19
75110;1583;-3
75111;1972;16
75112;2726;-3
75113;2320;10
75114;1783;17
75115;3342;23
75116;2205;-4
75117;2176;3
75118;1894;48
75119;1812;20
75120;1909;10
92004;180;2
92007;141;0
92009;84;3
92012;880;4
92014;55;0
92020;148;1
92022;62;0
92023;74;2
92024;400;1
92025;120;2
92026;193;-2
92032;122;0
92035;128;2
92036;126;3
92040;495;7
92044;359;3
92046;238;-1
92048;107;1
92049;283;9
92050;222;0
92051;378;0
92062;58;1
92063;195;0
92064;79;0
92071;90;0
92072;118;0
92073;264;2
92075;258;7
92077;24;0
93001;404;6
93006;208;2
93008;19;0
93045;233;2
93048;792;7
93053;58;1
93055;563;6
93061;42;2
93063;67;1
93064;124;0
93066;516;4
93070;269;6
94002;122;0
94003;120;2
94016;112;0
94017;121;0
94018;248;0
94022;79;0
94033;349;2
94037;119;2
94041;579;7
94042;124;0
94043;150;1
94046;180;3
94052;131;2
94067;119;1
94069;44;0
94076;254;3
94080;278;1
94081;482;5
95018;95;0
