arrond;capacity;avail. bike
75101;768;463
75102;660;342
75103;389;293
75104;634;518
75105;1203;355
75106;1032;424
75107;1010;411
75108;1481;301
75109;1172;421
75110;1583;610
75111;1972;966
75112;2726;1309
75113;2320;597
75114;1783;295
75115;3342;1716
75116;2205;550
75117;2176;553
75118;1894;499
75119;1812;358
75120;1909;339
92004;180;114
92007;141;26
92009;84;35
92012;880;328
92014;55;9
92020;148;40
92022;62;31
92023;74;17
92024;400;175
92025;120;86
92026;193;65
92032;122;39
92035;128;29
92036;126;60
92040;495;243
92044;359;154
92046;238;44
92048;107;43
92049;283;45
92050;222;104
92051;378;97
92062;58;21
92063;195;76
92064;79;6
92071;90;24
92072;118;6
92073;264;27
92075;258;61
92077;24;2
93001;404;121
93006;208;32
93008;19;9
93045;233;13
93048;792;106
93053;58;27
93055;563;127
93061;42;9
93063;67;22
93064;124;60
93066;516;170
93070;269;150
94002;122;69
94003;120;20
94016;112;50
94017;121;73
94018;248;87
94022;79;32
94033;349;112
94037;119;55
94041;579;247
94042;124;67
94043;150;49
94046;180;90
94052;131;29
94067;119;23
94069;44;22
94076;254;30
94080;278;30
94081;482;201
95018;95;73
