arrond;capacity;avail. bike
75101;768;-2
75102;660;-7
75103;389;9
75104;634;4
75105;1203;-21
75106;1032;-7
75107;1010;13
75108;1481;1
75109;1172;-2
75110;1583;-16
75111;1972;-15
75112;2726;-23
75113;2320;0
75114;1783;0
75115;3342;7
75116;2205;29
75117;2176;-22
75118;1894;1
75119;1812;7
75120;1909;15
92004;180;-5
92007;141;-1
92009;84;0
92012;880;-5
92014;55;4
92020;148;0
92022;62;0
92023;74;0
92024;400;7
92025;120;-1
92026;193;-1
92032;122;2
92035;128;0
92036;126;-2
92040;495;4
92044;359;6
92046;238;3
92048;107;1
92049;283;0
92050;222;-1
92051;378;5
92062;58;0
92063;195;0
92064;79;0
92071;90;-1
92072;118;0
92073;264;-2
92075;258;-3
92077;24;0
93001;404;3
93006;208;1
93008;19;0
93045;233;0
93048;792;-2
93053;58;0
93055;563;-6
93061;42;0
93063;67;1
93064;124;1
93066;516;-3
93070;269;6
94002;122;-2
94003;120;0
94016;112;0
94017;121;0
94018;248;-1
94022;79;1
94033;349;0
94037;119;0
94041;579;-2
94042;124;-3
94043;150;8
94046;180;1
94052;131;-1
94067;119;4
94069;44;2
94076;254;-3
94080;278;-5
94081;482;-7
95018;95;0
