arrond;capacity;avail. bike
75101;768;456
75102;660;374
75103;389;331
75104;634;428
75105;1203;541
75106;1032;526
75107;1010;442
75108;1481;449
75109;1172;470
75110;1583;537
75111;1972;1045
75112;2726;1547
75113;2320;814
75114;1783;262
75115;3342;1740
75116;2205;697
75117;2176;566
75118;1894;428
75119;1812;371
75120;1909;300
92004;180;106
92007;141;25
92009;84;34
92012;880;379
92014;55;15
92020;148;36
92022;62;31
92023;74;13
92024;400;211
92025;120;97
92026;193;58
92032;122;39
92035;128;35
92036;126;80
92040;495;300
92044;359;149
92046;238;56
92048;107;45
92049;283;28
92050;222;101
92051;378;124
92062;58;30
92063;195;83
92064;79;19
92071;90;24
92072;118;9
92073;264;26
92075;258;30
92077;24;2
93001;404;102
93006;208;19
93008;19;14
93045;233;8
93048;792;131
93053;58;25
93055;563;76
93061;42;6
93063;67;21
93064;124;54
93066;516;238
93070;269;149
94002;122;61
94003;120;25
94016;112;51
94017;121;73
94018;248;63
94022;79;34
94033;349;81
94037;119;65
94041;579;233
94042;124;70
94043;150;18
94046;180;97
94052;131;40
94067;119;24
94069;44;21
94076;254;44
94080;278;49
94081;482;210
95018;95;74
