arrond;capacity;avail. bike
75101;768;521
75102;660;392
75103;389;300
75104;634;410
75105;1203;674
75106;1032;675
75107;1010;634
75108;1481;918
75109;1172;493
75110;1583;416
75111;1972;763
75112;2726;1455
75113;2320;942
75114;1783;222
75115;3342;1639
75116;2205;818
75117;2176;553
75118;1894;283
75119;1812;272
75120;1909;225
92004;180;92
92007;141;16
92009;84;31
92012;880;396
92014;55;18
92020;148;42
92022;62;32
92023;74;18
92024;400;226
92025;120;89
92026;193;57
92032;122;38
92035;128;24
92036;126;79
92040;495;324
92044;359;195
92046;238;45
92048;107;34
92049;283;45
92050;222;116
92051;378;167
92062;58;34
92063;195;81
92064;79;26
92071;90;23
92072;118;4
92073;264;27
92075;258;22
92077;24;2
93001;404;120
93006;208;20
93008;19;12
93045;233;3
93048;792;116
93053;58;28
93055;563;87
93061;42;2
93063;67;24
93064;124;52
93066;516;285
93070;269;144
94002;122;52
94003;120;21
94016;112;59
94017;121;71
94018;248;51
94022;79;36
94033;349;61
94037;119;45
94041;579;228
94042;124;71
94043;150;30
94046;180;100
94052;131;40
94067;119;34
94069;44;23
94076;254;27
94080;278;134
94081;482;180
95018;95;76
