arrond;capacity;avail. bike
75101;768;609
75102;660;514
75103;389;259
75104;634;460
75105;1203;556
75106;1032;540
75107;1010;666
75108;1481;868
75109;1172;560
75110;1583;346
75111;1972;588
75112;2726;1175
75113;2320;763
75114;1783;186
75115;3342;1431
75116;2205;581
75117;2176;400
75118;1894;263
75119;1812;225
75120;1909;138
92004;180;78
92007;141;16
92009;84;38
92012;880;339
92014;55;15
92020;148;49
92022;62;25
92023;74;18
92024;400;163
92025;120;79
92026;193;57
92032;122;35
92035;128;27
92036;126;72
92040;495;309
92044;359;230
92046;238;49
92048;107;33
92049;283;57
92050;222;120
92051;378;153
92062;58;33
92063;195;79
92064;79;23
92071;90;21
92072;118;10
92073;264;36
92075;258;46
92077;24;2
93001;404;147
93006;208;15
93008;19;9
93045;233;7
93048;792;91
93053;58;23
93055;563;78
93061;42;6
93063;67;18
93064;124;57
93066;516;269
93070;269;145
94002;122;52
94003;120;28
94016;112;44
94017;121;73
94018;248;63
94022;79;33
94033;349;55
94037;119;41
94041;579;214
94042;124;74
94043;150;21
94046;180;88
94052;131;25
94067;119;16
94069;44;11
94076;254;18
94080;278;56
94081;482;160
95018;95;72
