arrond;capacity;avail. bike
75101;768;491
75102;660;390
75103;389;286
75104;634;406
75105;1203;662
75106;1032;642
75107;1010;638
75108;1481;909
75109;1172;488
75110;1583;485
75111;1972;822
75112;2726;1500
75113;2320;946
75114;1783;241
75115;3342;1653
75116;2205;813
75117;2176;572
75118;1894;333
75119;1812;314
75120;1909;248
92004;180;93
92007;141;15
92009;84;31
92012;880;396
92014;55;20
92020;148;43
92022;62;33
92023;74;19
92024;400;218
92025;120;93
92026;193;55
92032;122;39
92035;128;31
92036;126;76
92040;495;328
92044;359;179
92046;238;51
92048;107;36
92049;283;46
92050;222;115
92051;378;162
92062;58;36
92063;195;81
92064;79;26
92071;90;22
92072;118;4
92073;264;22
92075;258;24
92077;24;2
93001;404;119
93006;208;22
93008;19;11
93045;233;5
93048;792;111
93053;58;27
93055;563;89
93061;42;4
93063;67;21
93064;124;54
93066;516;275
93070;269;155
94002;122;57
94003;120;21
94016;112;54
94017;121;71
94018;248;59
94022;79;36
94033;349;71
94037;119;58
94041;579;231
94042;124;70
94043;150;28
94046;180;97
94052;131;39
94067;119;32
94069;44;21
94076;254;22
94080;278;123
94081;482;191
95018;95;75
