arrond;capacity;avail. bike
75101;768;85
75102;660;46
75103;389;-25
75104;634;15
75105;1203;3
75106;1032;43
75107;1010;34
75108;1481;187
75109;1172;25
75110;1583;-96
75111;1972;-198
75112;2726;-26
75113;2320;13
75114;1783;-71
75115;3342;-122
75116;2205;-2
75117;2176;-60
75118;1894;-209
75119;1812;-111
75120;1909;-109
92004;180;-13
92007;141;-4
92009;84;-2
92012;880;-4
92014;55;1
92020;148;2
92022;62;-1
92023;74;-3
92024;400;1
92025;120;-1
92026;193;0
92032;122;-3
92035;128;-5
92036;126;0
92040;495;17
92044;359;15
92046;238;-19
92048;107;-3
92049;283;-15
92050;222;1
92051;378;7
92062;58;2
92063;195;1
92064;79;5
92071;90;-5
92072;118;0
92073;264;-2
92075;258;-18
92077;24;1
93001;404;3
93006;208;-3
93008;19;1
93045;233;-2
93048;792;-27
93053;58;-2
93055;563;-15
93061;42;-4
93063;67;0
93064;124;-5
93066;516;13
93070;269;-6
94002;122;-4
94003;120;3
94016;112;-4
94017;121;1
94018;248;-16
94022;79;2
94033;349;-12
94037;119;-5
94041;579;-10
94042;124;0
94043;150;-13
94046;180;5
94052;131;-3
94067;119;-10
94069;44;2
94076;254;0
94080;278;21
94081;482;-20
95018;95;-1
