arrond;capacity;avail. bike
75101;768;338
75102;660;279
75103;389;238
75104;634;384
75105;1203;471
75106;1032;434
75107;1010;495
75108;1481;366
75109;1172;367
75110;1583;598
75111;1972;1140
75112;2726;1401
75113;2320;897
75114;1783;304
75115;3342;1840
75116;2205;730
75117;2176;656
75118;1894;612
75119;1812;453
75120;1909;425
92004;180;127
92007;141;28
92009;84;25
92012;880;400
92014;55;21
92020;148;32
92022;62;33
92023;74;14
92024;400;243
92025;120;96
92026;193;59
92032;122;34
92035;128;33
92036;126;83
92040;495;314
92044;359;135
92046;238;64
92048;107;46
92049;283;51
92050;222;101
92051;378;135
92062;58;33
92063;195;80
92064;79;19
92071;90;29
92072;118;10
92073;264;31
92075;258;54
92077;24;2
93001;404;140
93006;208;28
93008;19;13
93045;233;21
93048;792;168
93053;58;25
93055;563;103
93061;42;11
93063;67;24
93064;124;60
93066;516;244
93070;269;146
94002;122;75
94003;120;31
94016;112;56
94017;121;74
94018;248;79
94022;79;33
94033;349;106
94037;119;77
94041;579;300
94042;124;66
94043;150;28
94046;180;103
94052;131;47
94067;119;40
94069;44;26
94076;254;48
94080;278;43
94081;482;219
95018;95;75
