arrond;capacity;avail. bike
75101;344;225
75102;252;148
75103;139;100
75104;334;262
75105;964;287
75106;584;249
75107;826;346
75108;1097;214
75109;872;358
75110;1093;383
75111;1692;818
75112;1834;1016
75113;1592;450
75114;1373;218
75115;2626;1387
75116;1557;379
75117;1755;446
75118;1406;332
75119;1082;230
75120;1306;197
92004;92;64
92007;141;26
92012;563;197
92022;24;9
92023;74;16
92024;297;125
92025;78;53
92026;64;13
92032;34;14
92035;42;12
92036;27;15
92040;400;183
92044;359;154
92046;161;32
92048;64;35
92049;195;28
92050;222;105
92051;331;86
92062;30;15
92063;103;41
92064;79;6
92071;33;0
92072;65;6
92073;124;2
92075;231;39
93001;373;119
93006;180;27
93008;19;10
93045;210;13
93048;713;91
93055;459;96
93061;42;9
93063;67;22
93064;76;34
93066;380;119
93070;49;32
94002;98;53
94003;95;19
94016;92;34
94017;57;19
94018;105;49
94022;79;32
94033;327;113
94037;119;59
94041;302;120
94042;124;67
94043;125;40
94046;160;74
94052;131;30
94067;65;15
94069;44;22
94076;88;12
94080;147;20
94081;287;115
95018;95;73
