arrond;capacity;avail. bike
75101;768;390
75102;660;323
75103;389;262
75104;634;409
75105;1203;568
75106;1032;499
75107;1010;502
75108;1481;653
75109;1172;411
75110;1583;466
75111;1972;796
75112;2726;1547
75113;2320;822
75114;1783;239
75115;3342;1626
75116;2205;732
75117;2176;535
75118;1894;369
75119;1812;301
75120;1909;219
92004;180;106
92007;141;16
92009;84;31
92012;880;358
92014;55;14
92020;148;34
92022;62;33
92023;74;10
92024;400;227
92025;120;94
92026;193;59
92032;122;38
92035;128;25
92036;126;72
92040;495;311
92044;359;138
92046;238;40
92048;107;41
92049;283;35
92050;222;106
92051;378;124
92062;58;33
92063;195;82
92064;79;22
92071;90;25
92072;118;7
92073;264;19
92075;258;23
92077;24;1
93001;404;92
93006;208;14
93008;19;13
93045;233;8
93048;792;125
93053;58;26
93055;563;81
93061;42;6
93063;67;21
93064;124;54
93066;516;241
93070;269;144
94002;122;57
94003;120;17
94016;112;50
94017;121;72
94018;248;71
94022;79;35
94033;349;72
94037;119;56
94041;579;204
94042;124;67
94043;150;32
94046;180;96
94052;131;38
94067;119;29
94069;44;26
94076;254;17
94080;278;64
94081;482;190
95018;95;74
