arrond;capacity;avail. bike
75101;768;446
75102;660;333
75103;389;319
75104;634;513
75105;1203;381
75106;1032;404
75107;1010;386
75108;1481;208
75109;1172;486
75110;1583;639
75111;1972;1117
75112;2726;1350
75113;2320;628
75114;1783;325
75115;3342;1821
75116;2205;574
75117;2176;628
75118;1894;627
75119;1812;477
75120;1909;408
92004;180;125
92007;141;26
92009;84;37
92012;880;367
92014;55;9
92020;148;39
92022;62;32
92023;74;21
92024;400;177
92025;120;94
92026;193;71
92032;122;43
92035;128;34
92036;126;64
92040;495;240
92044;359;152
92046;238;62
92048;107;47
92049;283;49
92050;222;104
92051;378;101
92062;58;21
92063;195;77
92064;79;7
92071;90;27
92072;118;8
92073;264;28
92075;258;69
92077;24;2
93001;404;133
93006;208;35
93008;19;8
93045;233;21
93048;792;137
93053;58;28
93055;563;120
93061;42;9
93063;67;24
93064;124;59
93066;516;169
93070;269;150
94002;122;69
94003;120;25
94016;112;54
94017;121;74
94018;248;81
94022;79;31
94033;349;118
94037;119;56
94041;579;301
94042;124;63
94043;150;52
94046;180;100
94052;131;34
94067;119;37
94069;44;28
94076;254;37
94080;278;37
94081;482;217
95018;95;73
