arrond;capacity;avail. bike
75101;768;422
75102;660;337
75103;389;287
75104;634;403
75105;1203;576
75106;1032;547
75107;1010;548
75108;1481;728
75109;1172;433
75110;1583;480
75111;1972;822
75112;2726;1546
75113;2320;875
75114;1783;259
75115;3342;1623
75116;2205;765
75117;2176;550
75118;1894;373
75119;1812;332
75120;1909;246
92004;180;100
92007;141;14
92009;84;33
92012;880;369
92014;55;14
92020;148;36
92022;62;33
92023;74;12
92024;400;229
92025;120;93
92026;193;61
92032;122;38
92035;128;26
92036;126;69
92040;495;310
92044;359;148
92046;238;39
92048;107;40
92049;283;44
92050;222;107
92051;378;126
92062;58;35
92063;195;78
92064;79;20
92071;90;25
92072;118;8
92073;264;22
92075;258;22
92077;24;1
93001;404;95
93006;208;18
93008;19;11
93045;233;9
93048;792;115
93053;58;26
93055;563;84
93061;42;5
93063;67;23
93064;124;54
93066;516;243
93070;269;139
94002;122;58
94003;120;17
94016;112;50
94017;121;73
94018;248;72
94022;79;35
94033;349;72
94037;119;56
94041;579;212
94042;124;68
94043;150;32
94046;180;99
94052;131;38
94067;119;24
94069;44;25
94076;254;15
94080;278;73
94081;482;190
95018;95;75
