arrond;capacity;avail. bike
75101;768;4
75102;660;-2
75103;389;-1
75104;634;2
75105;1203;-2
75106;1032;0
75107;1010;-3
75108;1481;5
75109;1172;6
75110;1583;1
75111;1972;-9
75112;2726;10
75113;2320;-6
75114;1783;-3
75115;3342;6
75116;2205;-1
75117;2176;-11
75118;1894;0
75119;1812;-6
75120;1909;-12
92004;180;0
92007;141;0
92009;84;-1
92012;880;1
92014;55;0
92020;148;0
92022;62;0
92023;74;-1
92024;400;-1
92025;120;0
92026;193;-2
92032;122;0
92035;128;1
92036;126;0
92040;495;-1
92044;359;3
92046;238;-3
92048;107;0
92049;283;-1
92050;222;0
92051;378;-1
92062;58;0
92063;195;-1
92064;79;0
92071;90;0
92072;118;-1
92073;264;0
92075;258;-5
92077;24;0
93001;404;-5
93006;208;1
93008;19;0
93045;233;0
93048;792;-3
93053;58;0
93055;563;-1
93061;42;-1
93063;67;-1
93064;124;0
93066;516;2
93070;269;0
94002;122;-1
94003;120;-1
94016;112;3
94017;121;0
94018;248;1
94022;79;0
94033;349;-1
94037;119;-1
94041;579;1
94042;124;1
94043;150;0
94046;180;0
94052;131;0
94067;119;-1
94069;44;0
94076;254;-2
94080;278;0
94081;482;-2
95018;95;0
