arrond;capacity;avail. bike
75101;768;-41
75102;660;-30
75103;389;-10
75104;634;-11
75105;1203;-55
75106;1032;-88
75107;1010;-68
75108;1481;-109
75109;1172;-27
75110;1583;-24
75111;1972;-50
75112;2726;-48
75113;2320;-77
75114;1783;-38
75115;3342;-16
75116;2205;-54
75117;2176;-33
75118;1894;-35
75119;1812;-48
75120;1909;-33
92004;180;9
92007;141;2
92009;84;-3
92012;880;-12
92014;55;-1
92020;148;-7
92022;62;-1
92023;74;1
92024;400;-20
92025;120;-2
92026;193;-9
92032;122;-5
92035;128;-1
92036;126;5
92040;495;-17
92044;359;-28
92046;238;-3
92048;107;-3
92049;283;-10
92050;222;-11
92051;378;-14
92062;58;-3
92063;195;-7
92064;79;-1
92071;90;-7
92072;118;-3
92073;264;-3
92075;258;-8
92077;24;0
93001;404;-18
93006;208;-6
93008;19;-1
93045;233;-3
93048;792;-3
93053;58;-5
93055;563;-10
93061;42;1
93063;67;1
93064;124;-2
93066;516;-23
93070;269;-6
94002;122;-5
94003;120;1
94016;112;1
94017;121;-1
94018;248;-7
94022;79;0
94033;349;-3
94037;119;5
94041;579;-8
94042;124;-2
94043;150;-1
94046;180;-9
94052;131;0
94067;119;2
94069;44;2
94076;254;-4
94080;278;-9
94081;482;0
95018;95;-1
