club_name,age
Athletic Bilbao,25.047619047619047
Atlético de Madrid,23.681818181818183
CA Osasuna,25.227272727272727
Deportivo de La Coruña,26.033333333333335
FC Barcelona,25.27777777777778
Getafe CF,26.05
Hércules CF,26.833333333333332
Levante UD,27.214285714285715
Málaga CF,24.851063829787233
RCD Espanyol Barcelona,24.91891891891892
RCD Mallorca,24.62162162162162
Racing Santander,24.774193548387096
Real Madrid,26.153846153846153
Real Sociedad,24.842105263157894
Real Zaragoza,26.235294117647058
Sevilla FC,24.78125
Sporting Gijón,25.833333333333332
UD Almería,24.115384615384617
Valencia CF,25.5625
Villarreal CF,25.25
