club_name,age
FC Köln,23.703703703703702
FSV Mainz 05,25.0
Bayer 04 Leverkusen,21.88888888888889
Bayern Munich,23.473684210526315
Borussia Dortmund,23.647058823529413
Borussia Mönchengladbach,22.894736842105264
Eintracht Frankfurt,24.61764705882353
FC Augsburg,23.82758620689655
FC Schalke 04,24.04
Hamburger SV,24.102564102564102
Hannover 96,24.0
Hertha BSC,25.03846153846154
SC Freiburg,23.5625
SC Paderborn 07,24.12
SV Werder Bremen,22.942857142857143
TSG 1899 Hoffenheim,22.565217391304348
VfB Stuttgart,24.347826086956523
VfL Wolfsburg,24.25
