Chaîne;Candidat;"Détail des temps";"Tranche (6h-9h)(durée)";"Tranche (9h-18h)(durée)";"Tranche (18h-24h)(durée)";"Tranche (0h-6h)(durée)"
TF1;Candidat;00:00:00;00:00:00;00:29:41;00:00:00;
TF1;Soutiens;00:00:00;00:00:00;00:00:13;00:00:00;
TF1;"Total temps de parole";00:00:00;00:00:00;00:29:54;00:00:00;
TF1;"Total temps d'antenne";00:00:00;00:01:08;00:33:12;00:00:00;
France2;Candidat;00:00:18;00:03:56;00:59:35;00:00:00;
France2;Soutiens;00:19:45;00:00:25;00:00:00;00:00:00;
France2;"Total temps de parole";00:20:03;00:04:21;00:59:35;00:00:00;
France2;"Total temps d'antenne";00:20:09;00:04:34;01:13:44;00:00:00;
France3;Candidat;00:00:00;00:08:00;00:01:19;00:00:00;
France3;Soutiens;00:00:00;00:00:00;00:00:04;00:00:00;
France3;"Total temps de parole";00:00:00;00:08:00;00:01:23;00:00:00;
France3;"Total temps d'antenne";00:00:00;00:09:54;00:03:34;00:00:00;
France5;Candidat;00:00:00;00:01:08;00:05:17;00:03:20;
France5;Soutiens;00:00:00;00:00:00;00:12:36;00:12:36;
France5;"Total temps de parole";00:00:00;00:01:08;00:17:53;00:15:56;
France5;"Total temps d'antenne";00:00:00;00:01:45;00:30:34;00:17:19;
M6;Candidat;00:00:00;00:00:53;00:15:35;00:00:00;
M6;Soutiens;00:00:00;00:00:48;00:00:19;00:00:00;
M6;"Total temps de parole";00:00:00;00:01:41;00:15:54;00:00:00;
M6;"Total temps d'antenne";00:00:00;00:04:40;00:19:11;00:00:00;
C8;Candidat;00:00:00;00:01:18;00:21:19;00:00:00;
C8;Soutiens;00:00:00;00:10:59;01:00:51;00:00:00;
C8;"Total temps de parole";00:00:00;00:12:17;01:22:10;00:00:00;
C8;"Total temps d'antenne";00:00:00;00:13:01;01:31:13;00:00:00;
TMC;Candidat;00:00:00;00:00:00;00:07:58;00:00:00;
TMC;Soutiens;00:00:00;00:00:00;00:04:19;00:00:00;
TMC;"Total temps de parole";00:00:00;00:00:00;00:12:17;00:00:00;
TMC;"Total temps d'antenne";00:00:00;00:01:09;00:20:28;00:00:00;
BFMTV;Candidat;00:20:47;01:20:43;00:03:34;00:08:47;
BFMTV;Soutiens;00:00:52;00:00:06;00:35:38;00:10:20;
BFMTV;"Total temps de parole";00:21:39;01:20:49;00:39:12;00:19:07;
BFMTV;"Total temps d'antenne";00:29:26;02:10:56;00:56:24;00:32:51;
Cnews;Candidat;00:15:58;01:52:14;00:58:11;00:17:16;
Cnews;Soutiens;00:16:34;00:43:39;00:12:01;00:00:00;
Cnews;"Total temps de parole";00:32:32;02:35:53;01:10:12;00:17:16;
Cnews;"Total temps d'antenne";00:58:51;03:40:13;02:52:46;00:33:16;
RMCDecouverte;Candidat;00:00:57;00:00:00;00:00:00;00:00:00;
RMCDecouverte;Soutiens;00:00:00;00:00:00;00:00:00;00:00:00;
RMCDecouverte;"Total temps de parole";00:00:57;00:00:00;00:00:00;00:00:00;
RMCDecouverte;"Total temps d'antenne";00:07:11;00:00:00;00:00:00;00:00:00;
LCI;Candidat;00:00:00;00:59:13;00:39:49;00:01:32;
LCI;Soutiens;00:18:54;00:55:32;00:00:00;00:00:00;
LCI;"Total temps de parole";00:18:54;01:54:45;00:39:49;00:01:32;
LCI;"Total temps d'antenne";00:23:09;02:23:05;01:09:39;00:01:32;
FranceinfoTV;Candidat;00:08:54;00:26:40;00:14:57;00:00:00;
FranceinfoTV;Soutiens;00:31:33;00:18:13;00:35:53;00:00:00;
FranceinfoTV;"Total temps de parole";00:40:27;00:44:53;00:50:50;00:00:00;
FranceinfoTV;"Total temps d'antenne";00:59:25;01:27:15;01:30:18;00:02:15;
FranceInter;Candidat;00:00:33;00:01:21;00:03:59;00:00:40;
FranceInter;Soutiens;00:15:01;00:10:30;00:00:15;00:03:33;
FranceInter;"Total temps de parole";00:15:34;00:11:51;00:04:14;00:04:13;
FranceInter;"Total temps d'antenne";00:21:26;00:17:27;00:18:42;00:05:35;
FranceInfo;Candidat;00:03:10;00:11:12;00:11:28;00:05:08;
