Chaîne;Candidat;"Détail des temps";"Tranche (6h-9h)(durée)";"Tranche (9h-18h)(durée)";"Tranche (18h-24h)(durée)";"Tranche (0h-6h)(durée)"
RMC;"Total temps d'antenne";00:22:27;00:32:14;00:00:00;00:12:48;
BFMBusiness;Candidat;00:00:12;00:00:00;00:01:19;00:00:30;
BFMBusiness;Soutiens;00:00:00;00:00:00;00:00:00;00:00:00;
BFMBusiness;"Total temps de parole";00:00:12;00:00:00;00:01:19;00:00:30;
BFMBusiness;"Total temps d'antenne";00:04:17;00:00:00;00:03:46;00:02:06;
RadioClassique;Candidat;00:00:13;00:00:00;00:00:00;00:00:00;
RadioClassique;Soutiens;00:00:00;00:00:00;00:00:00;00:00:00;
RadioClassique;"Total temps de parole";00:00:13;00:00:00;00:00:00;00:00:00;
RadioClassique;"Total temps d'antenne";00:04:30;00:00:08;00:00:00;00:06:26;
SudRadio;Candidat;00:00:00;00:00:00;00:00:00;00:00:00;
SudRadio;Soutiens;00:12:20;00:08:50;00:00:00;00:00:00;
SudRadio;"Total temps de parole";00:12:20;00:08:50;00:00:00;00:00:00;
SudRadio;"Total temps d'antenne";00:13:50;00:15:27;00:00:00;00:00:00;
TV5Monde;Candidat;00:00:18;00:00:00;00:59:32;00:00:00;
TV5Monde;Soutiens;00:09:55;00:00:00;00:00:00;00:00:00;
TV5Monde;"Total temps de parole";00:10:13;00:00:00;00:59:32;00:00:00;
TV5Monde;"Total temps d'antenne";00:10:13;00:00:00;01:14:25;00:00:00;
Euronews;Candidat;00:00:00;00:00:00;00:00:00;00:00:00;
Euronews;Soutiens;00:00:00;00:00:00;00:00:00;00:00:00;
Euronews;"Total temps de parole";00:00:00;00:00:00;00:00:00;00:00:00;
Euronews;"Total temps d'antenne";00:00:00;00:02:01;00:00:55;00:00:50;
RFI;Candidat;00:00:26;00:00:00;00:00:27;00:00:26;
RFI;Soutiens;00:00:55;00:00:00;00:17:35;00:00:15;
