club_name,age
Arsenal FC,23.454545454545453
Aston Villa,24.016129032258064
Cardiff City,23.56451612903226
Chelsea FC,21.91891891891892
Crystal Palace,24.037974683544302
Everton FC,23.526315789473685
Fulham FC,24.796875
Hull City,24.723076923076924
Liverpool FC,22.146341463414632
Manchester City,24.5
Manchester United,21.736842105263158
Newcastle United,22.303030303030305
Norwich City,24.232558139534884
Southampton FC,24.51219512195122
Stoke City,25.525
Sunderland AFC,23.07246376811594
Swansea City,24.073170731707318
Tottenham Hotspur,23.719298245614034
West Bromwich Albion,26.032258064516128
West Ham United,25.0
