club_name,age
Athletic Bilbao,24.583333333333332
Atlético de Madrid,24.289473684210527
CA Osasuna,27.074074074074073
Celta de Vigo,25.852941176470587
Elche CF,26.09090909090909
FC Barcelona,23.0
Getafe CF,25.875
Granada CF,24.61111111111111
Levante UD,28.0
Málaga CF,25.536585365853657
RCD Espanyol Barcelona,23.620689655172413
Rayo Vallecano,25.83783783783784
Real Betis Balompié,24.767441860465116
Real Madrid,24.666666666666668
Real Sociedad,25.833333333333332
Real Valladolid CF,24.736842105263158
Sevilla FC,24.854545454545455
UD Almería,26.066666666666666
Valencia CF,25.96551724137931
Villarreal CF,26.741935483870968
