club_name,age
AC Milan,23.5
ACF Fiorentina,24.8125
AS Livorno,23.72222222222222
AS Roma,23.166666666666668
Atalanta BC,24.169811320754718
Bologna FC 1909,23.202898550724637
Cagliari Calcio,22.655172413793103
Calcio Catania,23.844827586206897
Chievo Verona,23.849462365591396
FC Internazionale,22.967741935483872
Genoa CFC,25.010416666666668
Hellas Verona,24.61842105263158
Juventus FC,22.9672131147541
Parma FC,22.64756446991404
SS Lazio,24.394736842105264
SSC Napoli,26.054545454545455
Torino FC,25.04255319148936
UC Sampdoria,23.12857142857143
US Sassuolo,24.305084745762713
Udinese Calcio,22.974358974358974
