DATAFLOW,LAST UPDATE,freq,airpol,src_crf,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:SDG_13_10(1.0),17/08/21 23:00:00,A,GHG,TOTX4_MEMONIA,I90,RO,1999,55.8,
ESTAT:SDG_13_10(1.0),17/08/21 23:00:00,A,GHG,TOTX4_MEMONIA,I90,RO,2000,53.2,
ESTAT:SDG_13_10(1.0),17/08/21 23:00:00,A,GHG,TOTX4_MEMONIA,I90,RO,2001,54.4,
ESTAT:SDG_13_10(1.0),17/08/21 23:00:00,A,GHG,TOTX4_MEMONIA,I90,RO,2002,55.1,
ESTAT:SDG_13_10(1.0),17/08/21 23:00:00,A,GHG,TOTX4_MEMONIA,I90,RO,2003,57.4,
ESTAT:SDG_13_10(1.0),17/08/21 23:00:00,A,GHG,TOTX4_MEMONIA,I90,RO,2004,56.7,
ESTAT:SDG_13_10(1.0),17/08/21 23:00:00,A,GHG,TOTX4_MEMONIA,I90,RO,2005,56.0,
ESTAT:SDG_13_10(1.0),17/08/21 23:00:00,A,GHG,TOTX4_MEMONIA,I90,RO,2006,56.6,
ESTAT:SDG_13_10(1.0),17/08/21 23:00:00,A,GHG,TOTX4_MEMONIA,I90,RO,2007,55.6,
ESTAT:SDG_13_10(1.0),17/08/21 23:00:00,A,GHG,TOTX4_MEMONIA,I90,RO,2008,54.1,
ESTAT:SDG_13_10(1.0),17/08/21 23:00:00,A,GHG,TOTX4_MEMONIA,I90,RO,2009,46.5,
ESTAT:SDG_13_10(1.0),17/08/21 23:00:00,A,GHG,TOTX4_MEMONIA,I90,RO,2010,44.5,
ESTAT:SDG_13_10(1.0),17/08/21 23:00:00,A,GHG,TOTX4_MEMONIA,I90,RO,2011,47.5,
ESTAT:SDG_13_10(1.0),17/08/21 23:00:00,A,GHG,TOTX4_MEMONIA,I90,RO,2012,46.5,
ESTAT:SDG_13_10(1.0),17/08/21 23:00:00,A,GHG,TOTX4_MEMONIA,I90,RO,2013,43.2,
ESTAT:SDG_13_10(1.0),17/08/21 23:00:00,A,GHG,TOTX4_MEMONIA,I90,RO,2014,43.4,
ESTAT:SDG_13_10(1.0),17/08/21 23:00:00,A,GHG,TOTX4_MEMONIA,I90,RO,2015,43.8,
ESTAT:SDG_13_10(1.0),17/08/21 23:00:00,A,GHG,TOTX4_MEMONIA,I90,RO,2016,42.8,
ESTAT:SDG_13_10(1.0),17/08/21 23:00:00,A,GHG,TOTX4_MEMONIA,I90,RO,2017,44.2,
ESTAT:SDG_13_10(1.0),17/08/21 23:00:00,A,GHG,TOTX4_MEMONIA,I90,RO,2018,44.4,
ESTAT:SDG_13_10(1.0),17/08/21 23:00:00,A,GHG,TOTX4_MEMONIA,I90,RO,2019,42.8,
ESTAT:SDG_13_10(1.0),17/08/21 23:00:00,A,GHG,TOTX4_MEMONIA,I90,SE,1990,100.0,
ESTAT:SDG_13_10(1.0),17/08/21 23:00:00,A,GHG,TOTX4_MEMONIA,I90,SE,1991,100.0,
ESTAT:SDG_13_10(1.0),17/08/21 23:00:00,A,GHG,TOTX4_MEMONIA,I90,SE,1992,99.1,
ESTAT:SDG_13_10(1.0),17/08/21 23:00:00,A,GHG,TOTX4_MEMONIA,I90,SE,1993,100.0,
ESTAT:SDG_13_10(1.0),17/08/21 23:00:00,A,GHG,TOTX4_MEMONIA,I90,SE,1994,103.6,
ESTAT:SDG_13_10(1.0),17/08/21 23:00:00,A,GHG,TOTX4_MEMONIA,I90,SE,1995,102.8,
ESTAT:SDG_13_10(1.0),17/08/21 23:00:00,A,GHG,TOTX4_MEMONIA,I90,SE,1996,108.3,
ESTAT:SDG_13_10(1.0),17/08/21 23:00:00,A,GHG,TOTX4_MEMONIA,I90,SE,1997,101.6,
ESTAT:SDG_13_10(1.0),17/08/21 23:00:00,A,GHG,TOTX4_MEMONIA,I90,SE,1998,102.3,
ESTAT:SDG_13_10(1.0),17/08/21 23:00:00,A,GHG,TOTX4_MEMONIA,I90,SE,1999,98.4,
ESTAT:SDG_13_10(1.0),17/08/21 23:00:00,A,GHG,TOTX4_MEMONIA,I90,SE,2000,96.6,
ESTAT:SDG_13_10(1.0),17/08/21 23:00:00,A,GHG,TOTX4_MEMONIA,I90,SE,2001,97.6,
ESTAT:SDG_13_10(1.0),17/08/21 23:00:00,A,GHG,TOTX4_MEMONIA,I90,SE,2002,98.3,
ESTAT:SDG_13_10(1.0),17/08/21 23:00:00,A,GHG,TOTX4_MEMONIA,I90,SE,2003,98.7,
ESTAT:SDG_13_10(1.0),17/08/21 23:00:00,A,GHG,TOTX4_MEMONIA,I90,SE,2004,98.2,
ESTAT:SDG_13_10(1.0),17/08/21 23:00:00,A,GHG,TOTX4_MEMONIA,I90,SE,2005,94.5,
ESTAT:SDG_13_10(1.0),17/08/21 23:00:00,A,GHG,TOTX4_MEMONIA,I90,SE,2006,94.1,
ESTAT:SDG_13_10(1.0),17/08/21 23:00:00,A,GHG,TOTX4_MEMONIA,I90,SE,2007,92.8,
ESTAT:SDG_13_10(1.0),17/08/21 23:00:00,A,GHG,TOTX4_MEMONIA,I90,SE,2008,89.9,
ESTAT:SDG_13_10(1.0),17/08/21 23:00:00,A,GHG,TOTX4_MEMONIA,I90,SE,2009,83.5,
ESTAT:SDG_13_10(1.0),17/08/21 23:00:00,A,GHG,TOTX4_MEMONIA,I90,SE,2010,91.9,
ESTAT:SDG_13_10(1.0),17/08/21 23:00:00,A,GHG,TOTX4_MEMONIA,I90,SE,2011,86.2,
ESTAT:SDG_13_10(1.0),17/08/21 23:00:00,A,GHG,TOTX4_MEMONIA,I90,SE,2012,82.1,
ESTAT:SDG_13_10(1.0),17/08/21 23:00:00,A,GHG,TOTX4_MEMONIA,I90,SE,2013,79.9,
ESTAT:SDG_13_10(1.0),17/08/21 23:00:00,A,GHG,TOTX4_MEMONIA,I90,SE,2014,77.3,
ESTAT:SDG_13_10(1.0),17/08/21 23:00:00,A,GHG,TOTX4_MEMONIA,I90,SE,2015,77.4,
ESTAT:SDG_13_10(1.0),17/08/21 23:00:00,A,GHG,TOTX4_MEMONIA,I90,SE,2016,77.3,
ESTAT:SDG_13_10(1.0),17/08/21 23:00:00,A,GHG,TOTX4_MEMONIA,I90,SE,2017,76.9,
ESTAT:SDG_13_10(1.0),17/08/21 23:00:00,A,GHG,TOTX4_MEMONIA,I90,SE,2018,75.8,
ESTAT:SDG_13_10(1.0),17/08/21 23:00:00,A,GHG,TOTX4_MEMONIA,I90,SE,2019,73.8,
ESTAT:SDG_13_10(1.0),17/08/21 23:00:00,A,GHG,TOTX4_MEMONIA,I90,SI,1990,100.0,
ESTAT:SDG_13_10(1.0),17/08/21 23:00:00,A,GHG,TOTX4_MEMONIA,I90,SI,1991,92.6,
ESTAT:SDG_13_10(1.0),17/08/21 23:00:00,A,GHG,TOTX4_MEMONIA,I90,SI,1992,92.6,
ESTAT:SDG_13_10(1.0),17/08/21 23:00:00,A,GHG,TOTX4_MEMONIA,I90,SI,1993,94.0,
ESTAT:SDG_13_10(1.0),17/08/21 23:00:00,A,GHG,TOTX4_MEMONIA,I90,SI,1994,96.4,
ESTAT:SDG_13_10(1.0),17/08/21 23:00:00,A,GHG,TOTX4_MEMONIA,I90,SI,1995,100.6,
ESTAT:SDG_13_10(1.0),17/08/21 23:00:00,A,GHG,TOTX4_MEMONIA,I90,SI,1996,103.9,
ESTAT:SDG_13_10(1.0),17/08/21 23:00:00,A,GHG,TOTX4_MEMONIA,I90,SI,1997,106.9,
ESTAT:SDG_13_10(1.0),17/08/21 23:00:00,A,GHG,TOTX4_MEMONIA,I90,SI,1998,104.5,
ESTAT:SDG_13_10(1.0),17/08/21 23:00:00,A,GHG,TOTX4_MEMONIA,I90,SI,1999,101.3,
ESTAT:SDG_13_10(1.0),17/08/21 23:00:00,A,GHG,TOTX4_MEMONIA,I90,SI,2000,100.1,
ESTAT:SDG_13_10(1.0),17/08/21 23:00:00,A,GHG,TOTX4_MEMONIA,I90,SI,2001,107.0,
ESTAT:SDG_13_10(1.0),17/08/21 23:00:00,A,GHG,TOTX4_MEMONIA,I90,SI,2002,108.4,
ESTAT:SDG_13_10(1.0),17/08/21 23:00:00,A,GHG,TOTX4_MEMONIA,I90,SI,2003,106.6,
ESTAT:SDG_13_10(1.0),17/08/21 23:00:00,A,GHG,TOTX4_MEMONIA,I90,SI,2004,108.6,
ESTAT:SDG_13_10(1.0),17/08/21 23:00:00,A,GHG,TOTX4_MEMONIA,I90,SI,2005,110.0,
ESTAT:SDG_13_10(1.0),17/08/21 23:00:00,A,GHG,TOTX4_MEMONIA,I90,SI,2006,111.1,
ESTAT:SDG_13_10(1.0),17/08/21 23:00:00,A,GHG,TOTX4_MEMONIA,I90,SI,2007,112.3,
ESTAT:SDG_13_10(1.0),17/08/21 23:00:00,A,GHG,TOTX4_MEMONIA,I90,SI,2008,116.2,
ESTAT:SDG_13_10(1.0),17/08/21 23:00:00,A,GHG,TOTX4_MEMONIA,I90,SI,2009,104.4,
ESTAT:SDG_13_10(1.0),17/08/21 23:00:00,A,GHG,TOTX4_MEMONIA,I90,SI,2010,105.7,
ESTAT:SDG_13_10(1.0),17/08/21 23:00:00,A,GHG,TOTX4_MEMONIA,I90,SI,2011,105.3,
ESTAT:SDG_13_10(1.0),17/08/21 23:00:00,A,GHG,TOTX4_MEMONIA,I90,SI,2012,101.9,
ESTAT:SDG_13_10(1.0),17/08/21 23:00:00,A,GHG,TOTX4_MEMONIA,I90,SI,2013,98.2,
ESTAT:SDG_13_10(1.0),17/08/21 23:00:00,A,GHG,TOTX4_MEMONIA,I90,SI,2014,89.4,
ESTAT:SDG_13_10(1.0),17/08/21 23:00:00,A,GHG,TOTX4_MEMONIA,I90,SI,2015,90.4,
ESTAT:SDG_13_10(1.0),17/08/21 23:00:00,A,GHG,TOTX4_MEMONIA,I90,SI,2016,94.9,
ESTAT:SDG_13_10(1.0),17/08/21 23:00:00,A,GHG,TOTX4_MEMONIA,I90,SI,2017,95.4,
ESTAT:SDG_13_10(1.0),17/08/21 23:00:00,A,GHG,TOTX4_MEMONIA,I90,SI,2018,94.6,
ESTAT:SDG_13_10(1.0),17/08/21 23:00:00,A,GHG,TOTX4_MEMONIA,I90,SI,2019,92.0,
ESTAT:SDG_13_10(1.0),17/08/21 23:00:00,A,GHG,TOTX4_MEMONIA,I90,SK,1990,100.0,
ESTAT:SDG_13_10(1.0),17/08/21 23:00:00,A,GHG,TOTX4_MEMONIA,I90,SK,1991,87.1,
ESTAT:SDG_13_10(1.0),17/08/21 23:00:00,A,GHG,TOTX4_MEMONIA,I90,SK,1992,79.4,
ESTAT:SDG_13_10(1.0),17/08/21 23:00:00,A,GHG,TOTX4_MEMONIA,I90,SK,1993,74.7,
ESTAT:SDG_13_10(1.0),17/08/21 23:00:00,A,GHG,TOTX4_MEMONIA,I90,SK,1994,71.3,
ESTAT:SDG_13_10(1.0),17/08/21 23:00:00,A,GHG,TOTX4_MEMONIA,I90,SK,1995,72.1,
ESTAT:SDG_13_10(1.0),17/08/21 23:00:00,A,GHG,TOTX4_MEMONIA,I90,SK,1996,71.9,
ESTAT:SDG_13_10(1.0),17/08/21 23:00:00,A,GHG,TOTX4_MEMONIA,I90,SK,1997,71.8,
ESTAT:SDG_13_10(1.0),17/08/21 23:00:00,A,GHG,TOTX4_MEMONIA,I90,SK,1998,70.8,
ESTAT:SDG_13_10(1.0),17/08/21 23:00:00,A,GHG,TOTX4_MEMONIA,I90,SK,1999,68.9,
ESTAT:SDG_13_10(1.0),17/08/21 23:00:00,A,GHG,TOTX4_MEMONIA,I90,SK,2000,66.3,
ESTAT:SDG_13_10(1.0),17/08/21 23:00:00,A,GHG,TOTX4_MEMONIA,I90,SK,2001,69.4,
ESTAT:SDG_13_10(1.0),17/08/21 23:00:00,A,GHG,TOTX4_MEMONIA,I90,SK,2002,67.5,
ESTAT:SDG_13_10(1.0),17/08/21 23:00:00,A,GHG,TOTX4_MEMONIA,I90,SK,2003,67.7,
ESTAT:SDG_13_10(1.0),17/08/21 23:00:00,A,GHG,TOTX4_MEMONIA,I90,SK,2004,68.8,
ESTAT:SDG_13_10(1.0),17/08/21 23:00:00,A,GHG,TOTX4_MEMONIA,I90,SK,2005,68.8,
ESTAT:SDG_13_10(1.0),17/08/21 23:00:00,A,GHG,TOTX4_MEMONIA,I90,SK,2006,68.7,
ESTAT:SDG_13_10(1.0),17/08/21 23:00:00,A,GHG,TOTX4_MEMONIA,I90,SK,2007,66.2,
ESTAT:SDG_13_10(1.0),17/08/21 23:00:00,A,GHG,TOTX4_MEMONIA,I90,SK,2008,66.8,
ESTAT:SDG_13_10(1.0),17/08/21 23:00:00,A,GHG,TOTX4_MEMONIA,I90,SK,2009,61.1,
ESTAT:SDG_13_10(1.0),17/08/21 23:00:00,A,GHG,TOTX4_MEMONIA,I90,SK,2010,61.9,
ESTAT:SDG_13_10(1.0),17/08/21 23:00:00,A,GHG,TOTX4_MEMONIA,I90,SK,2011,60.9,
ESTAT:SDG_13_10(1.0),17/08/21 23:00:00,A,GHG,TOTX4_MEMONIA,I90,SK,2012,57.8,
ESTAT:SDG_13_10(1.0),17/08/21 23:00:00,A,GHG,TOTX4_MEMONIA,I90,SK,2013,57.1,
ESTAT:SDG_13_10(1.0),17/08/21 23:00:00,A,GHG,TOTX4_MEMONIA,I90,SK,2014,54.4,
ESTAT:SDG_13_10(1.0),17/08/21 23:00:00,A,GHG,TOTX4_MEMONIA,I90,SK,2015,55.6,
ESTAT:SDG_13_10(1.0),17/08/21 23:00:00,A,GHG,TOTX4_MEMONIA,I90,SK,2016,56.2,
ESTAT:SDG_13_10(1.0),17/08/21 23:00:00,A,GHG,TOTX4_MEMONIA,I90,SK,2017,57.7,
ESTAT:SDG_13_10(1.0),17/08/21 23:00:00,A,GHG,TOTX4_MEMONIA,I90,SK,2018,57.7,
ESTAT:SDG_13_10(1.0),17/08/21 23:00:00,A,GHG,TOTX4_MEMONIA,I90,SK,2019,54.6,
ESTAT:SDG_13_10(1.0),17/08/21 23:00:00,A,GHG,TOTX4_MEMONIA,I90,TR,1990,100.0,
ESTAT:SDG_13_10(1.0),17/08/21 23:00:00,A,GHG,TOTX4_MEMONIA,I90,TR,1991,103.4,
ESTAT:SDG_13_10(1.0),17/08/21 23:00:00,A,GHG,TOTX4_MEMONIA,I90,TR,1992,106.3,
ESTAT:SDG_13_10(1.0),17/08/21 23:00:00,A,GHG,TOTX4_MEMONIA,I90,TR,1993,109.7,
ESTAT:SDG_13_10(1.0),17/08/21 23:00:00,A,GHG,TOTX4_MEMONIA,I90,TR,1994,106.9,
ESTAT:SDG_13_10(1.0),17/08/21 23:00:00,A,GHG,TOTX4_MEMONIA,I90,TR,1995,113.0,
ESTAT:SDG_13_10(1.0),17/08/21 23:00:00,A,GHG,TOTX4_MEMONIA,I90,TR,1996,122.0,
ESTAT:SDG_13_10(1.0),17/08/21 23:00:00,A,GHG,TOTX4_MEMONIA,I90,TR,1997,127.3,
ESTAT:SDG_13_10(1.0),17/08/21 23:00:00,A,GHG,TOTX4_MEMONIA,I90,TR,1998,128.1,
ESTAT:SDG_13_10(1.0),17/08/21 23:00:00,A,GHG,TOTX4_MEMONIA,I90,TR,1999,126.9,
ESTAT:SDG_13_10(1.0),17/08/21 23:00:00,A,GHG,TOTX4_MEMONIA,I90,TR,2000,136.5,
ESTAT:SDG_13_10(1.0),17/08/21 23:00:00,A,GHG,TOTX4_MEMONIA,I90,TR,2001,128.2,
ESTAT:SDG_13_10(1.0),17/08/21 23:00:00,A,GHG,TOTX4_MEMONIA,I90,TR,2002,131.2,
ESTAT:SDG_13_10(1.0),17/08/21 23:00:00,A,GHG,TOTX4_MEMONIA,I90,TR,2003,140.0,
ESTAT:SDG_13_10(1.0),17/08/21 23:00:00,A,GHG,TOTX4_MEMONIA,I90,TR,2004,144.4,
ESTAT:SDG_13_10(1.0),17/08/21 23:00:00,A,GHG,TOTX4_MEMONIA,I90,TR,2005,154.8,
ESTAT:SDG_13_10(1.0),17/08/21 23:00:00,A,GHG,TOTX4_MEMONIA,I90,TR,2006,164.3,
ESTAT:SDG_13_10(1.0),17/08/21 23:00:00,A,GHG,TOTX4_MEMONIA,I90,TR,2007,179.6,
ESTAT:SDG_13_10(1.0),17/08/21 23:00:00,A,GHG,TOTX4_MEMONIA,I90,TR,2008,178.5,
ESTAT:SDG_13_10(1.0),17/08/21 23:00:00,A,GHG,TOTX4_MEMONIA,I90,TR,2009,182.2,
ESTAT:SDG_13_10(1.0),17/08/21 23:00:00,A,GHG,TOTX4_MEMONIA,I90,TR,2010,184.0,
ESTAT:SDG_13_10(1.0),17/08/21 23:00:00,A,GHG,TOTX4_MEMONIA,I90,TR,2011,197.6,
ESTAT:SDG_13_10(1.0),17/08/21 23:00:00,A,GHG,TOTX4_MEMONIA,I90,TR,2012,206.9,
ESTAT:SDG_13_10(1.0),17/08/21 23:00:00,A,GHG,TOTX4_MEMONIA,I90,TR,2013,203.7,
ESTAT:SDG_13_10(1.0),17/08/21 23:00:00,A,GHG,TOTX4_MEMONIA,I90,TR,2014,213.0,
ESTAT:SDG_13_10(1.0),17/08/21 23:00:00,A,GHG,TOTX4_MEMONIA,I90,TR,2015,220.1,
ESTAT:SDG_13_10(1.0),17/08/21 23:00:00,A,GHG,TOTX4_MEMONIA,I90,TR,2016,231.5,
ESTAT:SDG_13_10(1.0),17/08/21 23:00:00,A,GHG,TOTX4_MEMONIA,I90,TR,2017,243.5,
ESTAT:SDG_13_10(1.0),17/08/21 23:00:00,A,GHG,TOTX4_MEMONIA,I90,TR,2018,242.9,
ESTAT:SDG_13_10(1.0),17/08/21 23:00:00,A,GHG,TOTX4_MEMONIA,I90,TR,2019,236.3,
ESTAT:SDG_13_10(1.0),17/08/21 23:00:00,A,GHG,TOTX4_MEMONIA,I90,UK,1990,100.0,
ESTAT:SDG_13_10(1.0),17/08/21 23:00:00,A,GHG,TOTX4_MEMONIA,I90,UK,1991,101.1,
ESTAT:SDG_13_10(1.0),17/08/21 23:00:00,A,GHG,TOTX4_MEMONIA,I90,UK,1992,98.8,
ESTAT:SDG_13_10(1.0),17/08/21 23:00:00,A,GHG,TOTX4_MEMONIA,I90,UK,1993,96.5,
ESTAT:SDG_13_10(1.0),17/08/21 23:00:00,A,GHG,TOTX4_MEMONIA,I90,UK,1994,95.5,
ESTAT:SDG_13_10(1.0),17/08/21 23:00:00,A,GHG,TOTX4_MEMONIA,I90,UK,1995,94.8,
ESTAT:SDG_13_10(1.0),17/08/21 23:00:00,A,GHG,TOTX4_MEMONIA,I90,UK,1996,97.6,
ESTAT:SDG_13_10(1.0),17/08/21 23:00:00,A,GHG,TOTX4_MEMONIA,I90,UK,1997,94.6,
ESTAT:SDG_13_10(1.0),17/08/21 23:00:00,A,GHG,TOTX4_MEMONIA,I90,UK,1998,94.7,
ESTAT:SDG_13_10(1.0),17/08/21 23:00:00,A,GHG,TOTX4_MEMONIA,I90,UK,1999,91.3,
ESTAT:SDG_13_10(1.0),17/08/21 23:00:00,A,GHG,TOTX4_MEMONIA,I90,UK,2000,91.5,
ESTAT:SDG_13_10(1.0),17/08/21 23:00:00,A,GHG,TOTX4_MEMONIA,I90,UK,2001,91.8,
ESTAT:SDG_13_10(1.0),17/08/21 23:00:00,A,GHG,TOTX4_MEMONIA,I90,UK,2002,89.2,
ESTAT:SDG_13_10(1.0),17/08/21 23:00:00,A,GHG,TOTX4_MEMONIA,I90,UK,2003,90.2,
ESTAT:SDG_13_10(1.0),17/08/21 23:00:00,A,GHG,TOTX4_MEMONIA,I90,UK,2004,90.0,
ESTAT:SDG_13_10(1.0),17/08/21 23:00:00,A,GHG,TOTX4_MEMONIA,I90,UK,2005,89.4,
ESTAT:SDG_13_10(1.0),17/08/21 23:00:00,A,GHG,TOTX4_MEMONIA,I90,UK,2006,88.6,
ESTAT:SDG_13_10(1.0),17/08/21 23:00:00,A,GHG,TOTX4_MEMONIA,I90,UK,2007,87.1,
ESTAT:SDG_13_10(1.0),17/08/21 23:00:00,A,GHG,TOTX4_MEMONIA,I90,UK,2008,84.4,
ESTAT:SDG_13_10(1.0),17/08/21 23:00:00,A,GHG,TOTX4_MEMONIA,I90,UK,2009,77.3,
ESTAT:SDG_13_10(1.0),17/08/21 23:00:00,A,GHG,TOTX4_MEMONIA,I90,UK,2010,78.9,
ESTAT:SDG_13_10(1.0),17/08/21 23:00:00,A,GHG,TOTX4_MEMONIA,I90,UK,2011,73.5,
ESTAT:SDG_13_10(1.0),17/08/21 23:00:00,A,GHG,TOTX4_MEMONIA,I90,UK,2012,75.5,
ESTAT:SDG_13_10(1.0),17/08/21 23:00:00,A,GHG,TOTX4_MEMONIA,I90,UK,2013,73.8,
ESTAT:SDG_13_10(1.0),17/08/21 23:00:00,A,GHG,TOTX4_MEMONIA,I90,UK,2014,68.9,
ESTAT:SDG_13_10(1.0),17/08/21 23:00:00,A,GHG,TOTX4_MEMONIA,I90,UK,2015,66.8,
ESTAT:SDG_13_10(1.0),17/08/21 23:00:00,A,GHG,TOTX4_MEMONIA,I90,UK,2016,63.7,
ESTAT:SDG_13_10(1.0),17/08/21 23:00:00,A,GHG,TOTX4_MEMONIA,I90,UK,2017,62.7,
ESTAT:SDG_13_10(1.0),17/08/21 23:00:00,A,GHG,TOTX4_MEMONIA,I90,UK,2018,61.9,
ESTAT:SDG_13_10(1.0),17/08/21 23:00:00,A,GHG,TOTX4_MEMONIA,I90,UK,2019,60.3,
ESTAT:SDG_13_10(1.0),17/08/21 23:00:00,A,GHG,TOTX4_MEMONIA,T_HAB,AT,1990,10.3,
ESTAT:SDG_13_10(1.0),17/08/21 23:00:00,A,GHG,TOTX4_MEMONIA,T_HAB,AT,1991,10.7,
ESTAT:SDG_13_10(1.0),17/08/21 23:00:00,A,GHG,TOTX4_MEMONIA,T_HAB,AT,1992,9.8,
ESTAT:SDG_13_10(1.0),17/08/21 23:00:00,A,GHG,TOTX4_MEMONIA,T_HAB,AT,1993,9.7,
ESTAT:SDG_13_10(1.0),17/08/21 23:00:00,A,GHG,TOTX4_MEMONIA,T_HAB,AT,1994,9.7,
ESTAT:SDG_13_10(1.0),17/08/21 23:00:00,A,GHG,TOTX4_MEMONIA,T_HAB,AT,1995,10.1,
ESTAT:SDG_13_10(1.0),17/08/21 23:00:00,A,GHG,TOTX4_MEMONIA,T_HAB,AT,1996,10.5,
ESTAT:SDG_13_10(1.0),17/08/21 23:00:00,A,GHG,TOTX4_MEMONIA,T_HAB,AT,1997,10.5,
ESTAT:SDG_13_10(1.0),17/08/21 23:00:00,A,GHG,TOTX4_MEMONIA,T_HAB,AT,1998,10.4,
ESTAT:SDG_13_10(1.0),17/08/21 23:00:00,A,GHG,TOTX4_MEMONIA,T_HAB,AT,1999,10.2,
ESTAT:SDG_13_10(1.0),17/08/21 23:00:00,A,GHG,TOTX4_MEMONIA,T_HAB,AT,2000,10.2,
ESTAT:SDG_13_10(1.0),17/08/21 23:00:00,A,GHG,TOTX4_MEMONIA,T_HAB,AT,2001,10.7,
ESTAT:SDG_13_10(1.0),17/08/21 23:00:00,A,GHG,TOTX4_MEMONIA,T_HAB,AT,2002,10.8,
ESTAT:SDG_13_10(1.0),17/08/21 23:00:00,A,GHG,TOTX4_MEMONIA,T_HAB,AT,2003,11.4,
ESTAT:SDG_13_10(1.0),17/08/21 23:00:00,A,GHG,TOTX4_MEMONIA,T_HAB,AT,2004,11.3,
ESTAT:SDG_13_10(1.0),17/08/21 23:00:00,A,GHG,TOTX4_MEMONIA,T_HAB,AT,2005,11.4,
ESTAT:SDG_13_10(1.0),17/08/21 23:00:00,A,GHG,TOTX4_MEMONIA,T_HAB,AT,2006,11.1,
ESTAT:SDG_13_10(1.0),17/08/21 23:00:00,A,GHG,TOTX4_MEMONIA,T_HAB,AT,2007,10.8,
ESTAT:SDG_13_10(1.0),17/08/21 23:00:00,A,GHG,TOTX4_MEMONIA,T_HAB,AT,2008,10.7,
ESTAT:SDG_13_10(1.0),17/08/21 23:00:00,A,GHG,TOTX4_MEMONIA,T_HAB,AT,2009,9.8,
ESTAT:SDG_13_10(1.0),17/08/21 23:00:00,A,GHG,TOTX4_MEMONIA,T_HAB,AT,2010,10.3,
ESTAT:SDG_13_10(1.0),17/08/21 23:00:00,A,GHG,TOTX4_MEMONIA,T_HAB,AT,2011,10.0,
ESTAT:SDG_13_10(1.0),17/08/21 23:00:00,A,GHG,TOTX4_MEMONIA,T_HAB,AT,2012,9.7,
ESTAT:SDG_13_10(1.0),17/08/21 23:00:00,A,GHG,TOTX4_MEMONIA,T_HAB,AT,2013,9.6,
ESTAT:SDG_13_10(1.0),17/08/21 23:00:00,A,GHG,TOTX4_MEMONIA,T_HAB,AT,2014,9.2,
ESTAT:SDG_13_10(1.0),17/08/21 23:00:00,A,GHG,TOTX4_MEMONIA,T_HAB,AT,2015,9.3,
ESTAT:SDG_13_10(1.0),17/08/21 23:00:00,A,GHG,TOTX4_MEMONIA,T_HAB,AT,2016,9.4,
ESTAT:SDG_13_10(1.0),17/08/21 23:00:00,A,GHG,TOTX4_MEMONIA,T_HAB,AT,2017,9.6,
ESTAT:SDG_13_10(1.0),17/08/21 23:00:00,A,GHG,TOTX4_MEMONIA,T_HAB,AT,2018,9.2,
ESTAT:SDG_13_10(1.0),17/08/21 23:00:00,A,GHG,TOTX4_MEMONIA,T_HAB,AT,2019,9.3,
ESTAT:SDG_13_10(1.0),17/08/21 23:00:00,A,GHG,TOTX4_MEMONIA,T_HAB,BE,1990,14.9,
ESTAT:SDG_13_10(1.0),17/08/21 23:00:00,A,GHG,TOTX4_MEMONIA,T_HAB,BE,1991,15.1,
ESTAT:SDG_13_10(1.0),17/08/21 23:00:00,A,GHG,TOTX4_MEMONIA,T_HAB,BE,1992,15.0,
ESTAT:SDG_13_10(1.0),17/08/21 23:00:00,A,GHG,TOTX4_MEMONIA,T_HAB,BE,1993,14.8,
ESTAT:SDG_13_10(1.0),17/08/21 23:00:00,A,GHG,TOTX4_MEMONIA,T_HAB,BE,1994,15.2,
ESTAT:SDG_13_10(1.0),17/08/21 23:00:00,A,GHG,TOTX4_MEMONIA,T_HAB,BE,1995,15.4,
ESTAT:SDG_13_10(1.0),17/08/21 23:00:00,A,GHG,TOTX4_MEMONIA,T_HAB,BE,1996,15.8,
ESTAT:SDG_13_10(1.0),17/08/21 23:00:00,A,GHG,TOTX4_MEMONIA,T_HAB,BE,1997,15.0,
ESTAT:SDG_13_10(1.0),17/08/21 23:00:00,A,GHG,TOTX4_MEMONIA,T_HAB,BE,1998,15.5,
ESTAT:SDG_13_10(1.0),17/08/21 23:00:00,A,GHG,TOTX4_MEMONIA,T_HAB,BE,1999,14.9,
ESTAT:SDG_13_10(1.0),17/08/21 23:00:00,A,GHG,TOTX4_MEMONIA,T_HAB,BE,2000,15.0,
ESTAT:SDG_13_10(1.0),17/08/21 23:00:00,A,GHG,TOTX4_MEMONIA,T_HAB,BE,2001,14.7,
ESTAT:SDG_13_10(1.0),17/08/21 23:00:00,A,GHG,TOTX4_MEMONIA,T_HAB,BE,2002,14.6,
ESTAT:SDG_13_10(1.0),17/08/21 23:00:00,A,GHG,TOTX4_MEMONIA,T_HAB,BE,2003,14.6,
ESTAT:SDG_13_10(1.0),17/08/21 23:00:00,A,GHG,TOTX4_MEMONIA,T_HAB,BE,2004,14.6,
ESTAT:SDG_13_10(1.0),17/08/21 23:00:00,A,GHG,TOTX4_MEMONIA,T_HAB,BE,2005,14.2,
ESTAT:SDG_13_10(1.0),17/08/21 23:00:00,A,GHG,TOTX4_MEMONIA,T_HAB,BE,2006,13.9,
