Country Name,alpha3,Series Name,Series Code,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Australia,AUS,GDP per capita (current US$),NY.GDP.PCAP.CD,3495.57929420671,3950.17089391811,4771.6719859735,6484.11987233886,7005.90658757798,7489.59416032812,7778.16400801462,8255.74454303408,9297.33341717362,10211.8371887909,11854.5884953898,12788.5492901209,11538.3984187095,12454.5517172396,11459.179567837,11384.9382387646,11645.4525939389,14279.1594387946,17828.0482329023,18243.4714183672,18855.7619964202,18604.1882699613,17667.1870997502,18079.3801793746,20358.3333563413,21904.2941177592,23509.4234684514,21345.9709868552,20558.9604021981,21697.7084797731,19527.3235767954,20117.7888912664,23492.4051742272,30513.9417409748,34080.9998953245,36117.487983674,41001.1429790999,49654.9105957389,42783.3225651148,52087.9722888891,62574.1457032412,68027.8417067378,68156.6279162085,62511.6905895284,56707.0220772116,49881.7637140466,53934.2501750463,57180.7794001614,54875.2859563351,51692.8427477695
Australia,AUS,GDP (current US$),NY.GDP.MKTP.CD,45222309329.1522,52051401869.1589,63844971172.3254,88981577008.1061,97333060221.2208,105101474851.885,110387703601.744,118535980148.883,134941497216.858,150032311977.716,176953442470.684,194104601125.455,177333645297.146,193593551892.773,180573751629.976,182368494683.828,189400476442.562,236065919674.04,299767934207.312,311326664101.578,325902990346.127,325480273782.973,312126194491.287,322807333102.733,367915800415.8,401089529590.288,435323994365.315,399404463135.047,389098884572.001,415576210513.094,379083932596.329,395342716617.832,467390797903.32,614166310997.297,695075176665.163,747556154537.287,853955405511.502,1055127126230.98,928042998085.702,1147589183475.73,1397907916789.9,1546508558465.66,1576335282651.07,1467504819608.92,1350534154255.76,1206685107002.47,1326882872011.46,1428529571351.06,1391952510370.48,1327836171068.51
Austria,AUT,GDP per capita (current US$),NY.GDP.PCAP.CD,2380.97845801742,2924.04887899105,3890.72241941969,4630.75719737956,5285.62072414121,5678.38665810018,6810.62768469634,8205.4689771504,9793.76534815017,10869.5464940526,9385.24906398343,9410.34725652989,9537.40742043378,8991.06503963026,9172.09676001833,13083.0726621044,16392.7695234749,17578.6189397397,17468.9461372569,21680.989623313,22410.9117666654,24880.1641180361,24081.5277928004,25646.7006591684,30325.8495818396,29809.0767730821,26705.4785993891,27361.8751106437,27174.2971559775,24564.4582948404,24537.5142629883,26401.7454564357,32222.8972411655,36821.5214680093,38403.1338770715,40635.2818159724,46855.7717452095,51708.7657541758,47963.1794023217,46858.0432733717,51374.9584066934,48567.69528642,50716.7087062864,51717.4959405515,44178.0473777432,45276.8314351693,47312.0062332199,51461.4332150082,50114.4011099728,48586.8013213238
Austria,AUT,GDP (current US$),NY.GDP.MKTP.CD,17858486066.7474,22059612476.9332,29515467706.796,35189299911.6608,40059206763.056,42959976221.5234,51545758887.6863,62052259073.2493,73937296963.4586,82058912997.2346,71034228443.062,71275287569.5733,72121016546.6524,67985344886.8716,69386774408.0872,99036164939.1618,124168442533.74,133339397080.129,133105805512.22,166463386179.354,173794177961.108,195078126721.763,190379720809.18,203535242741.838,241038283062.645,237250948791.266,212790348404.555,218259904401.956,217185787342.851,196799778883.361,197337879194.631,213377771503.858,261695778781.038,300904221504.842,315974418604.651,335998557270.104,388691445387.353,430294287388.311,400172297860.517,391892746544.69,431120310088.82,409425234155.263,430068712971.867,441996131736.508,381817565893.574,395568644341.038,416230497429.163,454945881027.378,445011872704.47,433258467676.515
Azerbaijan,AZE,GDP per capita (current US$),NY.GDP.PCAP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,60.4582135796365,209.478571809788,157.086059054548,314.561226313624,409.163189106479,505.500349333104,561.906807871869,573.916512334089,655.119945170816,703.683843432722,763.080637985358,883.733971498452,1045.00937916805,1578.40239029603,2473.08181863536,3851.43786871172,5574.60380218613,4950.29479142375,5843.5337683582,7189.69122920765,7496.29464768263,7875.75695254288,7891.31314749986,5500.31038244408,3880.73873089556,4147.08971569171,4739.84171028393,4805.75371765917,4221.40747847848
Azerbaijan,AZE,GDP (current US$),NY.GDP.MKTP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,446305555.555556,1570000000,1193312101.91083,2417355840.03625,3176333837.03359,3962238113.16021,4446368570.6901,4581432038.83495,5272798390.70183,5707720390.8515,6235856819.58445,7276753894.71541,8680370408.05943,13245716099.0057,20982986344.3027,33050343782.7759,48852482960.0779,44291490420.5026,52909294791.9262,65951627200.2026,69683935845.2139,74164435946.4627,75244294275.1498,53074370486.0433,37867518957.1975,40865558912.3867,47112941176.4706,48174235294.1176,42607176470.5882
"Bahamas, The",BHS,GDP per capita (current US$),NY.GDP.PCAP.CD,3297.41106651178,3322.21991083025,3696.0318203604,3416.43931822479,3156.25082717912,3328.61593650695,3617.45306950786,4131.38642657905,5533.25193819147,6340.78703066162,6624.99245312812,7168.16088508597,7698.08303160888,8877.70591484605,9893.04200290734,10344.3226508242,11156.5572523791,11387.709081798,12163.4397667416,12356.2309982945,11919.8335676821,11686.7397416813,11406.858133658,11814.4347088443,12238.6046063409,12708.6414536235,22036.1006810202,23514.1775636614,26130.0129564073,27098.1563186767,27486.2367737544,28867.0824977166,28327.8136706662,28396.0137099278,30279.3922080481,30713.7980618188,31472.2855356015,30627.3277467412,28552.5171624714,28443.8884756689,28005.9124040903,29485.8642228279,28583.0232976179,30065.1602023609,31776.0555852485,31732.9191396131,32376.5091722572,33290.028135413,33799.4176940891,25194.0251444381
"Bahamas, The",BHS,GDP (current US$),NY.GDP.MKTP.CD,573400000,590900000,670900000,632400000,596200000,642100000,713000000,832400000,1139800100,1335300000,1426500000,1578300000,1732800000,2041100000,2320699900,2472500000,2713999900,2817900000,3062000000,3166000000,3111160000,3109000000,3092000000,3259000000,3429000000,3609000000,6332360000,6833220000,7683870000,8076470000,8317830000,8881160000,8870090000,9055290000,9836200000,10167250000,10618340000,10526000000,9981960000,10095760000,10070450000,10720500000,10494600000,11142900000,11890600000,11992600000,12359700000,12837800000,13164400000,9907500000
Bahrain,BHR,GDP per capita (current US$),NY.GDP.PCAP.CD,..,..,..,..,..,..,..,..,..,8537.71587001028,9269.26961652991,9446.08457726994,9421.3569469587,9590.54179396802,8706.76660148502,7041.63444747202,7554.93219231615,7958.74792458539,8031.0048199518,8529.05212670928,9055.6444071063,9082.82798832159,9698.15288998905,10130.3762030729,10376.953296178,10544.7946831914,10672.2377596193,10076.2698786937,10401.5621521671,13636.4167499288,12868.1769170821,13049.9097291643,14222.0367965749,15846.5059474506,17959.3968267194,19307.5089373876,20976.442287272,23066.4509824376,19355.9210050895,20722.0704900745,22514.202716483,23654.3695877495,24744.296958551,24989.437527708,22634.0856475674,22608.4525623673,23742.9373424159,24085.955988096,23551.9300857404,20409.9528047731
Bahrain,BHR,GDP (current US$),NY.GDP.MKTP.CD,..,..,..,..,..,..,..,..,..,3072698328.46909,3467819148.93617,3645744680.85106,3735106382.97872,3905585106.38298,3651861702.12766,3052393617.02128,3392021010.6383,3702393617.02128,3863563829.78723,4229787234.04255,4616223404.25532,4751063829.78723,5200265957.44681,5567553457.44681,5849467819.14894,6101861436.17021,6349202393.61702,6183776595.74468,6621010372.34043,9062898936.17021,8976196808.51064,9593510638.29787,11074813829.7872,13150159574.4681,15968723404.2553,18504760638.2979,21730000000,25710904255.3191,22938218085.1064,25713271276.5957,28776595744.6809,30749308510.6383,32539468085.1064,33387712765.9574,31050638297.8723,32234973404.2553,35473776595.7447,37801462765.9574,38652579787.234,34729228723.4043
Bangladesh,BGD,GDP per capita (current US$),NY.GDP.PCAP.CD,133.551418941349,94.381677046194,119.559723931133,182.020018493274,277.570605237475,141.197158924105,131.373227305593,176.0339474319,200.769677039014,227.751926507714,247.649616779944,220.718796963204,204.417690056891,213.996638569696,245.453912291425,233.658072199948,253.974473728959,270.69960091549,285.829216867865,306.268700840472,293.160421069586,293.644987576871,300.555747727731,299.533037088051,329.424076062081,394.717491899332,401.498667424687,407.429176197808,409.543183768079,418.068942112038,415.034404287378,413.080282638086,446.310675745944,475.291930195819,499.461940239156,509.640189887604,558.051840707954,634.987069668507,702.264419644314,781.153577677298,861.762162181077,883.117129615718,981.860851354457,1118.87380783368,1248.45330989613,1401.56463513179,1563.76781861826,1698.13208078712,1855.74009422319,1961.6137487886
Bangladesh,BGD,GDP (current US$),NY.GDP.MKTP.CD,8751842839.79658,6288245866.66667,8086725729.3407,12512460519.7088,19448348073.4565,10117113333.3333,9651149301.8746,13281767142.8571,15565480321.9448,18138049095.6072,20249694002.448,18525399201.5968,17609048821.5488,18920840000,22278423076.9231,21774033333.3333,24298032258.0645,26579005760.3486,28781714763.8012,31598341233.559,30957483949.5798,31708874594.1645,33166519417.9894,33768660882.793,37939748768.6567,46438484107.5795,48244309133.4895,49984559471.3656,51270569883.5275,53369787318.6245,53991289844.3291,54724081490.5102,60158929188.2556,65108544250.0425,69442943089.4309,71819083683.7403,79611888213.148,91631278239.3237,102477791472.39,115279077465.226,128637938711.386,133355749482.478,149990451022.29,172885454931.453,195078678697.23,221415188000.475,249710922462.309,274038973437.275,302571320445.75,323056957972.312
Barbados,BRB,GDP per capita (current US$),NY.GDP.PCAP.CD,..,..,..,1274.54837242167,1633.82301212861,1760.66009350232,1988.89518753808,2209.76701460887,2667.07958378409,4010.81118962834,4398.8248657733,4580.97053014615,4851.0995550743,5271.7298364272,5500.41411424655,6019.6532443006,6605.77921864545,6999.87611601587,7717.17744895403,7711.29545617628,7714.74274597281,7444.1781733805,7819.57000268592,8121.56191861473,8335.89929257052,8851.04645800324,9315.96756568231,10459.4424704914,10914.2822448996,11268.4200640121,11209.4211248688,11361.5167707179,11699.3704685216,12512.5779652212,13822.7417486972,15199.5675286062,16770.6610309974,17092.5821408414,15885.410181888,16056.3709766031,16458.3532105715,16249.6739490585,16451.2793094473,16489.0722373387,16524.899501274,16900.0482858522,17391.6689084614,17745.2553725928,18148.4978451054,15373.8547035017
Barbados,BRB,GDP (current US$),NY.GDP.MKTP.CD,..,..,..,311809337.474355,402178605.019554,435911268.58968,495097667.929041,552883707.055138,670362452.145379,1012280614.52792,1114204743.20091,1163923830.35847,1236016506.73694,1346890071.09829,1409536120.91682,1547755183.21484,1704370307.76115,1812757917.76463,2006165166.80754,2012131457.26644,2020583702.08323,1957000000,2063342117.03873,2151344901.30761,2216974096.35559,2363645403.47039,2498384129.66738,2817083478.34734,2951822204.54432,3059500000,3054500000,3106500000,3209500000,3444500000,3819500000,4217500000,4674000000,4785000000,4465500000,4530000000,4657500000,4610000000,4677000000,4696500000,4715000000,4830000000,4978000000,5086500000,5209000000,4418000000
Belarus,BLR,GDP per capita (current US$),NY.GDP.PCAP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2124.76794393518,..,..,..,1739.81405022316,1323.27308763724,1452.5071047646,1394.50848390557,1515.53074263849,1212.04597845077,1276.49398462377,1244.37318523431,1479.31458271677,1819.76605926177,2378.62328600741,3125.81053502853,3847.43412382153,4735.65760793999,6377.36973201232,5352.5839116007,6033.6862392722,6527.17386871642,6953.13251493684,7998.12523878099,8341.39967861093,5967.05220384914,5039.68188628499,5785.67067254068,6360.06247301284,6837.71782606351,6424.15217642722
Belarus,BLR,GDP (current US$),NY.GDP.MKTP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,21650000000,..,..,..,17793000000,13489222222.2222,14756846153.8462,14108846153.8462,15264369565.2174,12152867469.8795,12738912133.8912,12354820143.8849,14594249022.8922,17827791321.3067,23144351851.8519,30207567316.6202,36954312354.3124,45277399813.6067,60763483146.0674,50874078052.2735,57222490768.7143,61757788944.7236,65685102554.8759,75527984234.2342,78813839984.3506,56454734396.5842,47722657820.6675,54726595249.1849,60031262269.3365,64409647193.8044,60258239055.5829
