club_name,age
AJ Auxerre,24.40625
AS Monaco,23.48780487804878
AS Nancy-Lorraine,23.3125
AS Saint-Étienne,24.333333333333332
FC Girondins Bordeaux,22.96969696969697
FC Lorient,23.75
FC Metz,23.314285714285713
FC Sochaux-Montbéliard,23.513513513513512
FC Toulouse,22.137931034482758
LOSC Lille,23.2972972972973
Le Mans Union Club 72,23.11111111111111
OGC Nice,24.571428571428573
Olympique Lyon,24.21212121212121
Olympique Marseille,23.77358490566038
Paris Saint-Germain,23.1
RC Lens,24.75609756097561
RC Strasbourg Alsace,23.642857142857142
SM Caen,24.833333333333332
Stade Rennais FC,25.457142857142856
Valenciennes FC,27.842105263157894
