club_name,age
AC Cesena,24.390243902439025
AC Milan,24.253164556962027
ACF Fiorentina,23.88679245283019
AS Roma,23.015384615384615
Atalanta BC,23.579710144927535
Cagliari Calcio,23.0
Chievo Verona,24.17924528301887
Empoli FC,22.982758620689655
Genoa CFC,24.761363636363637
Hellas Verona,24.46590909090909
Inter Milan,23.384615384615383
Juventus FC,22.35632183908046
Parma FC,23.67843137254902
SS Lazio,22.977777777777778
SSC Napoli,24.851063829787233
Torino FC,24.677419354838708
UC Sampdoria,23.756756756756758
US Palermo,23.45762711864407
US Sassuolo,24.568181818181817
Udinese Calcio,23.443037974683545
