club_name,age
Athletic Bilbao,22.45
Atlético de Madrid,25.040816326530614
Celta de Vigo,26.0
Córdoba CF,25.319148936170212
Deportivo de La Coruña,24.833333333333332
Elche CF,25.939393939393938
FC Barcelona,25.535714285714285
Getafe CF,26.681818181818183
Granada CF,24.810126582278482
Levante UD,27.071428571428573
Málaga CF,25.88888888888889
RCD Espanyol Barcelona,24.5625
Rayo Vallecano,25.130434782608695
Real Madrid,24.875
Real Sociedad,24.75
SD Eibar,26.46153846153846
Sevilla FC,25.0
UD Almería,25.484848484848484
Valencia CF,25.125
Villarreal CF,24.137931034482758
