club_name,age
Arsenal FC,23.35
Aston Villa,23.459016393442624
Burnley FC,23.5531914893617
Chelsea FC,22.977777777777778
Crystal Palace,25.345238095238095
Everton FC,22.46875
Hull City,23.3
Leicester City,25.232142857142858
Liverpool FC,22.456521739130434
Manchester City,24.275862068965516
Manchester United,23.660377358490567
Newcastle United,22.653061224489797
Queens Park Rangers,23.929577464788732
Southampton FC,25.3265306122449
Stoke City,24.225
Sunderland AFC,24.51923076923077
Swansea City,24.313725490196077
Tottenham Hotspur,23.25
West Bromwich Albion,26.34285714285714
West Ham United,23.339285714285715
