club_name,age
Arsenal FC,23.11864406779661
Aston Villa,24.73913043478261
Blackburn Rovers,23.181818181818183
Bolton Wanderers,23.32608695652174
Chelsea FC,21.522727272727273
Everton FC,23.97222222222222
Fulham FC,25.5
Liverpool FC,23.675
Manchester City,23.171875
Manchester United,22.914285714285715
Newcastle United,22.381818181818183
Norwich City,22.31578947368421
Queens Park Rangers,25.057471264367816
Stoke City,24.615384615384617
Sunderland AFC,23.46268656716418
Swansea City,24.813953488372093
Tottenham Hotspur,23.47945205479452
West Bromwich Albion,24.254901960784313
Wigan Athletic,22.973684210526315
Wolverhampton Wanderers,22.85483870967742
