club_name,age
Arsenal FC,25.46875
Aston Villa,26.655172413793103
Brighton & Hove Albion,24.823529411764707
Burnley FC,26.0
Chelsea FC,25.333333333333332
Crystal Palace,24.45
Everton FC,26.15
Fulham FC,26.046511627906977
Leeds United,23.322580645161292
Leicester City,25.9
Liverpool FC,24.03448275862069
Manchester City,22.64
Manchester United,25.24
Newcastle United,25.5
Sheffield United,24.6
Southampton FC,25.70731707317073
Tottenham Hotspur,24.53846153846154
West Bromwich Albion,25.952380952380953
West Ham United,27.28125
Wolverhampton Wanderers,23.625
