club_name,age
FC Köln,24.825
FC Union Berlin,24.340425531914892
FSV Mainz 05,23.586206896551722
Arminia Bielefeld,23.580645161290324
Bayer 04 Leverkusen,22.65
Bayern Munich,23.52
Borussia Dortmund,23.59090909090909
Borussia Mönchengladbach,22.333333333333332
Eintracht Frankfurt,24.404761904761905
FC Augsburg,25.178571428571427
FC Schalke 04,24.697674418604652
Hertha BSC,23.86111111111111
RB Leipzig,20.833333333333332
SC Freiburg,24.93548387096774
SV Werder Bremen,24.974358974358974
TSG 1899 Hoffenheim,23.838709677419356
VfB Stuttgart,23.17241379310345
VfL Wolfsburg,23.72
