club_name,age
Athletic Bilbao,27.0
Atlético de Madrid,24.766666666666666
CA Osasuna,26.58823529411765
Celta de Vigo,26.347826086956523
Deportivo de La Coruña,26.846153846153847
FC Barcelona,23.5
Getafe CF,25.566666666666666
Granada CF,24.91764705882353
Levante UD,26.926829268292682
Málaga CF,26.96875
RCD Espanyol Barcelona,24.161290322580644
RCD Mallorca,24.724137931034484
Rayo Vallecano,25.625
Real Betis Balompié,24.866666666666667
Real Madrid,25.466666666666665
Real Sociedad,24.75
Real Valladolid CF,26.08695652173913
Real Zaragoza,25.906976744186046
Sevilla FC,25.933333333333334
Valencia CF,26.04
