club_name,age
FC Nuremberg,23.741935483870968
FSV Mainz 05,25.0
Alemannia Aachen,26.285714285714285
Arminia Bielefeld,24.681818181818183
Bayer 04 Leverkusen,23.8
Bayern Munich,25.571428571428573
Borussia Dortmund,23.35
Borussia Mönchengladbach,25.454545454545453
Eintracht Frankfurt,24.941176470588236
FC Energie Cottbus,25.083333333333332
FC Schalke 04,24.6
Hamburger SV,24.75
Hannover 96,24.791666666666668
Hertha BSC,23.23076923076923
SV Werder Bremen,23.333333333333332
VfB Stuttgart,24.794117647058822
VfL Bochum,25.4
VfL Wolfsburg,25.136363636363637
