club_name,age
AC Ajaccio,27.142857142857142
AJ Auxerre,22.791666666666668
AS Monaco,23.78048780487805
AS Saint-Étienne,23.515151515151516
FC Girondins Bordeaux,23.53125
FC Istres Ouest Provence,25.365853658536587
FC Metz,23.02173913043478
FC Nantes,23.181818181818183
FC Sochaux-Montbéliard,24.0
FC Toulouse,23.137931034482758
LOSC Lille,24.41025641025641
OGC Nice,25.295454545454547
Olympique Lyon,24.032258064516128
Olympique Marseille,25.169811320754718
Paris Saint-Germain,24.85
RC Lens,25.026315789473685
RC Strasbourg Alsace,23.724137931034484
SC Bastia,26.451612903225808
SM Caen,24.642857142857142
Stade Rennais FC,24.35483870967742
