club_name,age
Arsenal FC,22.829268292682926
Aston Villa,22.29032258064516
Birmingham City,24.42
Blackburn Rovers,25.285714285714285
Bolton Wanderers,25.66
Charlton Athletic,24.52777777777778
Chelsea FC,24.52173913043478
Crystal Palace,24.818181818181817
Everton FC,25.0
Fulham FC,23.02127659574468
Liverpool FC,22.837209302325583
Manchester City,24.72222222222222
Manchester United,21.846153846153847
Middlesbrough FC,24.069767441860463
Newcastle United,23.72222222222222
Norwich City,25.424242424242426
Portsmouth FC,24.476190476190474
Southampton FC,23.262295081967213
Tottenham Hotspur,23.485714285714284
West Bromwich Albion,24.829268292682926
