club_name,age
AC Milan,23.551724137931036
AC Siena,26.285714285714285
ACF Fiorentina,25.128205128205128
AS Livorno,24.09090909090909
AS Roma,22.5
Atalanta BC,23.529411764705884
Bologna FC 1909,25.764705882352942
Brescia Calcio,23.742857142857144
Cagliari Calcio,24.40909090909091
Chievo Verona,23.903846153846153
FC Internazionale,23.65625
FC Messina Peloro,24.81081081081081
Juventus FC,23.4
Parma FC,24.693877551020407
Reggina Calcio,25.285714285714285
SS Lazio,26.823529411764707
UC Sampdoria,24.94736842105263
US Lecce,23.3
US Palermo,24.45
Udinese Calcio,24.620689655172413
