club_name,age
Albacete Balompié,25.36842105263158
Athletic Bilbao,22.22222222222222
Atlético de Madrid,25.456521739130434
CA Osasuna,25.818181818181817
CD Numancia,26.235294117647058
Deportivo de La Coruña,28.346153846153847
FC Barcelona,27.0
Getafe CF,26.48
Levante UD,27.217391304347824
Málaga CF,26.2
RCD Espanyol Barcelona,26.529411764705884
RCD Mallorca,26.31578947368421
Racing Santander,24.866666666666667
Real Betis Balompié,27.45
Real Madrid,24.952380952380953
Real Sociedad,24.4
Real Zaragoza,26.92
Sevilla FC,24.11111111111111
Valencia CF,23.82857142857143
Villarreal CF,24.61111111111111
