club_name,age
AC Milan,24.88888888888889
AC Siena,25.977272727272727
ACF Fiorentina,26.272727272727273
AS Livorno,25.914285714285715
AS Roma,23.11764705882353
Ascoli Calcio 1898,25.23076923076923
Cagliari Calcio,26.454545454545453
Chievo Verona,23.897435897435898
Empoli FC,24.266666666666666
FC Internazionale,24.28301886792453
FC Messina Peloro,23.878048780487806
Juventus FC,23.85
Parma FC,23.736842105263158
Reggina Calcio,24.245283018867923
SS Lazio,26.025641025641026
Treviso FBC 1993,25.036363636363635
UC Sampdoria,24.194444444444443
US Lecce,22.484848484848484
US Palermo,24.055555555555557
Udinese Calcio,23.459016393442624
