club_name,age
Athletic Bilbao,23.666666666666668
Atlético de Madrid,25.157894736842106
CA Osasuna,26.625
Celta de Vigo,25.612903225806452
Cádiz CF,26.27777777777778
Deportivo Alavés,25.25
Deportivo de La Coruña,26.0
FC Barcelona,24.647058823529413
Getafe CF,25.59259259259259
Málaga CF,25.033333333333335
RCD Espanyol Barcelona,25.625
RCD Mallorca,26.069767441860463
Racing Santander,25.07894736842105
Real Betis Balompié,26.833333333333332
Real Madrid,24.192307692307693
Real Sociedad,25.36
Real Zaragoza,25.541666666666668
Sevilla FC,26.416666666666668
Valencia CF,23.928571428571427
Villarreal CF,23.555555555555557
