club_name,age
AC Milan,24.732394366197184
AC Siena,25.03125
ACF Fiorentina,25.444444444444443
AS Roma,23.046153846153846
Atalanta BC,25.78
Bologna FC 1909,24.62962962962963
Cagliari Calcio,24.02857142857143
Calcio Catania,23.448979591836736
Chievo Verona,24.706666666666667
Delfino Pescara 1936,23.924242424242426
FC Internazionale,23.647058823529413
Genoa CFC,24.49056603773585
Juventus FC,23.65625
Parma FC,22.949367088607595
SS Lazio,24.846153846153847
SSC Napoli,24.146341463414632
Torino FC,25.90566037735849
UC Sampdoria,24.203125
US Palermo,24.796875
Udinese Calcio,24.013333333333332
