club_name,age
Arsenal FC,22.972972972972972
Aston Villa,24.419354838709676
Chelsea FC,21.105263157894736
Everton FC,23.46153846153846
Fulham FC,24.517857142857142
Liverpool FC,23.10810810810811
Manchester City,22.98
Manchester United,22.424242424242426
Newcastle United,22.095238095238095
Norwich City,24.272727272727273
Queens Park Rangers,25.36470588235294
Reading FC,22.816666666666666
Southampton FC,25.0
Stoke City,26.53191489361702
Sunderland AFC,23.75
Swansea City,24.738095238095237
Tottenham Hotspur,24.0
West Bromwich Albion,23.647058823529413
West Ham United,25.115384615384617
Wigan Athletic,22.613636363636363
