club_name,age
AC Ajaccio,26.08
AS Nancy-Lorraine,24.361702127659573
AS Saint-Étienne,26.205882352941178
ESTAC Troyes,24.25
FC Girondins Bordeaux,22.77777777777778
FC Lorient,24.03846153846154
FC Sochaux-Montbéliard,25.083333333333332
FC Toulouse,24.428571428571427
FC Évian Thonon Gaillard,26.5
LOSC Lille,23.3
Montpellier HSC,23.529411764705884
OGC Nice,23.305555555555557
Olympique Lyon,23.0
Olympique Marseille,24.517241379310345
Paris Saint-Germain,25.53846153846154
SC Bastia,25.48148148148148
Stade Brestois 29,27.0
Stade Reims,25.0
Stade Rennais FC,23.966666666666665
Valenciennes FC,23.63157894736842
