club_name,age
FC Nuremberg,22.321428571428573
FSV Mainz 05,24.52173913043478
Bayer 04 Leverkusen,21.81081081081081
Bayern Munich,24.470588235294116
Borussia Dortmund,23.416666666666668
Borussia Mönchengladbach,22.32
Eintracht Frankfurt,25.05
FC Augsburg,25.96969696969697
FC Schalke 04,25.28205128205128
Fortuna Düsseldorf,24.622222222222224
Hamburger SV,23.857142857142858
Hannover 96,23.82608695652174
SC Freiburg,23.473684210526315
SV Werder Bremen,24.392857142857142
SpVgg Greuther Fürth,23.894736842105264
TSG 1899 Hoffenheim,23.53061224489796
VfB Stuttgart,23.36842105263158
VfL Wolfsburg,25.46938775510204
